Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
Age_50_55	Age_35_39	0.639829222756	0.0892509466443	0.636672668861	0.0774453150638	0.34401443038	1.0
Age_40_44	Age_25_29	0.65233777031	0.0690524825661	0.638309638086	0.0816872564273	1.40912246231	1.0
Age_40_44	Age_18_24	0.65233777031	0.0690524825661	0.632385395792	0.0670525019574	2.05302134982	1.0
Age_30_34	Age_45_49	0.648474970016	0.0722703694722	0.655519570396	0.0792863001918	-0.843008001664	1.0
Age_35_39	Age_25_29	0.636672668861	0.0774453150638	0.638309638086	0.0816872564273	-0.156162682426	1.0
Age_50_55	Age_30_34	0.639829222756	0.0892509466443	0.648474970016	0.0722703694722	-0.988143770194	1.0
Age_50_55	Age_40_44	0.639829222756	0.0892509466443	0.65233777031	0.0690524825661	-1.39066983293	1.0
Age_50_55	Age_18_24	0.639829222756	0.0892509466443	0.632385395792	0.0670525019574	0.6596949912	1.0
Age_18_24	Age_45_49	0.632385395792	0.0670525019574	0.655519570396	0.0792863001918	-2.21938801135	0.483
Age_35_39	Age_45_49	0.636672668861	0.0774453150638	0.655519570396	0.0792863001918	-2.14419438353	0.714
Age_35_39	Age_40_44	0.636672668861	0.0774453150638	0.65233777031	0.0690524825661	-1.81446315127	1.0
Age_50_55	Age_45_49	0.639829222756	0.0892509466443	0.655519570396	0.0792863001918	-1.76738635795	1.0
Age_45_49	Age_25_29	0.655519570396	0.0792863001918	0.638309638086	0.0816872564273	1.66219999247	1.0
Age_30_34	Age_18_24	0.648474970016	0.0722703694722	0.632385395792	0.0670525019574	1.63729492665	1.0
Age_35_39	Age_30_34	0.636672668861	0.0774453150638	0.648474970016	0.0722703694722	-1.38572959019	1.0
Age_50_55	Age_25_29	0.639829222756	0.0892509466443	0.638309638086	0.0816872564273	0.13841193738	1.0
Age_40_44	Age_45_49	0.65233777031	0.0690524825661	0.655519570396	0.0792863001918	-0.373802883369	1.0
Age_18_24	Age_25_29	0.632385395792	0.0670525019574	0.638309638086	0.0816872564273	-0.506861298641	1.0
Age_30_34	Age_25_29	0.648474970016	0.0722703694722	0.638309638086	0.0816872564273	1.02485794345	1.0
Age_35_39	Age_18_24	0.636672668861	0.0774453150638	0.632385395792	0.0670525019574	0.410975179938	1.0
Age_30_34	Age_40_44	0.648474970016	0.0722703694722	0.65233777031	0.0690524825661	-0.472482959447	1.0
