OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	104.769230769	1.4648562569e-22	2.63674126243e-20	2.63674126243e-20	0.0	9.29073671319e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	38.4308897659	2.29090962614e-08	2.06181866353e-06	4.12363732706e-06	0.0	8.82378114905e-07	7.70205920113e-08	1.96613918126e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	33.2065695079	2.91320036333e-07	1.747920218e-05	5.24376065399e-05	1.73458852785e-07	0.0	6.98120611767e-07	3.54448881562e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	31.6591143944	6.1747609635e-07	2.77864243358e-05	0.000111145697343	1.65238355928e-05	9.75557421295e-05	2.86310482558e-05	0.000145682551892
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	27.6463434858	4.30888955088e-06	0.000155120023832	0.000775600119159	0.000494218070978	1.99104392243e-05	0.000146803822678	1.90487376083e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	24.8649446523	1.64776987715e-05	0.000494330963146	0.00296598577888	0.0	9.55545014766e-05	8.17210122406e-06	5.78937521132e-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	21.3345298284	8.9708594206e-05	0.00230679242244	0.0161475469571	1.68963443069e-06	3.37844971389e-05	2.1438156754e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	19.0286329669	0.000269697080916	0.00549689381385	0.0485454745649	1.73458852785e-07	0.0	8.74854967067e-08	8.50404499294e-07
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__	18.986169312	0.000275205048423	0.00549689381385	0.0495369087161	1.73458852785e-07	0.0	4.70944278045e-07	1.8814896724e-06
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	18.7675540869	0.000305382989658	0.00549689381385	0.0549689381385	0.0	1.32356717236e-06	5.48021277056e-07	5.00023613246e-06
