OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	17.1231058647	0.000666712057036	0.0306687546237	0.0306687546237	0.0	0.0	8.09824630452e-07	9.53233415407e-07
k__Bacteria;p__SR1;c__	14.3764329291	0.00243506726624	0.0560065471235	0.112013094247	4.08422283364e-06	0.000253002258541	1.9100250586e-06	2.91358821792e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	9.7872659428	0.0204637636516	0.313777709325	0.941333127974	0.0117047496513	0.0428596066587	0.0192642996209	0.0082811325775
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	8.16515050903	0.0427190455471	0.491269023792	1.0	2.00627496607e-05	4.53582622343e-06	5.73945042208e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	7.01980210982	0.0712692829874	0.651937013061	1.0	2.1346415387e-05	0.0	0.000455918890942	0.00170162889501
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	5.80262183595	0.121618090931	0.651937013061	1.0	0.000106527225502	0.00211936808183	0.000343835559135	8.37416825008e-05
k__Bacteria;p__Firmicutes;c__Bacilli	5.75194227219	0.124322616612	0.651937013061	1.0	0.0264334913237	0.0492576552649	0.0246754159025	0.0125191436882
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	5.50203862635	0.138516735788	0.651937013061	1.0	0.00929591732414	0.00885428224305	0.012308133769	0.0176109608382
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	5.48884918112	0.139307083093	0.651937013061	1.0	0.00186368005679	0.00281901207349	0.00323420339853	0.00192603881999
k__Bacteria;p__Spirochaetes;c__Spirochaetes	5.19539423861	0.158035945663	0.651937013061	1.0	1.07606751741e-05	0.0	4.20952870702e-06	5.82717643583e-07
k__Bacteria;p__Tenericutes;c__Mollicutes	5.04254663264	0.168708050141	0.651937013061	1.0	0.00472296209745	0.00539798094363	0.00597800712273	0.00141708304802
k__Bacteria;p__TM7;c__TM7-3	5.02369161691	0.170070525146	0.651937013061	1.0	2.13848799602e-06	4.09202128356e-05	4.48668873496e-06	1.79329788617e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast	4.18879268415	0.241786347983	0.761056565405	1.0	0.000433557053881	0.000159637018664	0.000241594985326	9.96038984179e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	4.17436387794	0.243241112947	0.761056565405	1.0	0.00439658628406	0.0014724649017	0.00665106307294	0.0101051165486
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	4.12605135515	0.248170619154	0.761056565405	1.0	0.0251907812951	0.00713007739452	0.0173047924854	0.0120630868636
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	3.69618240131	0.296194987737	0.851560589745	1.0	0.0129745944567	0.018243103702	0.031657535044	0.031902637545
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	3.30204781746	0.347357728354	0.899114750325	1.0	0.0	0.0	6.75193128494e-06	0.0
k__Bacteria;p__Tenericutes;c__RF3	3.2416593281	0.355845468141	0.899114750325	1.0	0.000813839016903	0.000412882413758	0.000510836961065	6.99715604454e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	3.13433518101	0.37137348383	0.899114750325	1.0	0.000157910235297	1.74838756715e-05	0.00164148268668	8.67783622589e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	2.95396156467	0.398778000254	0.917189400584	1.0	0.0	0.0	1.66209658688e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	2.52464071314	0.47085440914	0.99041495194	1.0	0.0028836817869	0.00142565330348	0.0029064030105	0.00302147098613
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	2.30428650977	0.511700222922	0.99041495194	1.0	0.0	0.0	2.26467623812e-06	6.45837961839e-07
k__Bacteria;p__Acidobacteria;c__DA052	2.26232929243	0.519776002051	0.99041495194	1.0	0.0	0.0	9.30548270062e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	2.0775935198	0.556459030153	0.99041495194	1.0	1.90479673533e-06	8.00948322814e-06	4.87857106101e-05	1.2391466245e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	1.98459169669	0.575610907144	0.99041495194	1.0	0.000245156492406	0.0010330909771	0.000225902047351	6.92481224858e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2	1.93058504698	0.586938283942	0.99041495194	1.0	0.00148979950586	0.00113257100488	0.00114526600317	0.00136768326463
k__Bacteria;p__Acidobacteria;c__Solibacteres	1.92559647891	0.587992112786	0.99041495194	1.0	0.0	0.0	8.37278870485e-07	6.45837961839e-07
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	1.62734735425	0.653205009984	0.99041495194	1.0	0.423186119772	0.420260304638	0.401135223324	0.437766819503
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	1.46301701793	0.690831904002	0.99041495194	1.0	0.0	0.0	5.34353215281e-06	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	1.46301701793	0.690831904002	0.99041495194	1.0	0.0	0.0	0.000182228645868	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	1.43120535557	0.698236600177	0.99041495194	1.0	0.000198312044641	2.63941383897e-06	6.19683943402e-05	6.55752507089e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria	1.00588711415	0.799827451727	0.99041495194	1.0	0.00014129832008	2.58874424062e-05	0.00021311576215	0.000125698771215
k__Bacteria;p__Firmicutes;c__Clostridia	0.740517518552	0.863634929095	0.99041495194	1.0	0.46017074123	0.42445757101	0.454674642285	0.446597145576
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.664884716717	0.881430655567	0.99041495194	1.0	7.58081145006e-06	0.0	1.46102319639e-05	0.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	0.565768016642	0.904222294236	0.99041495194	1.0	4.60364461337e-07	0.0	2.05834710422e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	2.61906732674e-06	0.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	8.8072176927e-07	0.0
k__Bacteria;p__[Thermi];c__Deinococci	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	1.33860515537e-06	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.475113323022	0.924323883185	0.99041495194	1.0	0.0116770389253	0.0123067064413	0.0137513819223	0.0129904738303
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	0.447216176314	0.930324956643	0.99041495194	1.0	0.0	0.0	2.73680700577e-06	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.35999285978	0.948377186544	0.99041495194	1.0	0.00184491737807	0.000305553416447	0.00132441645122	0.000120186707932
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	4.85894778271e-07	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.28140747397e-07	0.0
k__Bacteria;p__Chloroflexi;c__TK10	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.43954763271e-07	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	8.46777021118e-07	0.0
