OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	14.0113958522	0.00288968203419	0.36343184456	0.520142766154	0.0	5.68075304062e-05	1.10184959196e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	13.0204684153	0.00459254975148	0.36343184456	0.826658955266	0.0	0.0	1.94276662072e-05	6.07625606203e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae	12.4261506904	0.00605719740934	0.36343184456	1.0	0.0	1.45149618153e-05	1.01036836861e-06	3.41600409206e-06
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	11.4033063527	0.00973347568549	0.403707309446	1.0	0.00021659074754	1.9173801902e-05	9.22158833782e-05	1.30145726547e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	11.0967422521	0.011214091929	0.403707309446	1.0	0.0	0.0	7.65509742653e-07	7.1647852633e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	9.62179774997	0.0220703223017	0.662109669052	1.0	0.000377695331216	0.00106334727863	0.000808883510423	0.000497267950335
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	8.70876367619	0.0334244274052	0.859485276133	1.0	0.0	6.13011036651e-06	1.75519210626e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	8.40913385148	0.0382712692421	0.861103557948	1.0	0.0	1.70422591219e-05	2.42001291564e-07	2.73072436287e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	7.8966849495	0.0481958768969	0.963917537938	1.0	4.62572569933e-05	1.18470779182e-05	0.00015803678377	4.44393974516e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	7.49861447805	0.0575940626455	0.995947996365	1.0	0.0193874379712	0.0123163872975	0.0123819687513	0.0137634138269
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	6.74851730609	0.0803603290951	0.995947996365	1.0	4.32617015692e-06	0.000274396300851	3.82020620063e-05	4.69679615807e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	6.72106194984	0.0813404067837	0.995947996365	1.0	0.00672272958476	0.0039776708469	0.00565524499864	0.0061143675713
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	6.6264299835	0.0848075733309	0.995947996365	1.0	0.00563710921696	0.0337387072424	0.00653033148081	0.00895241305451
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	6.4398262125	0.092066057431	0.995947996365	1.0	0.256521923634	0.181080971141	0.288786020471	0.305155854857
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	6.32163297222	0.0969686057576	0.995947996365	1.0	0.00142516110285	0.00418859961996	0.00118625978353	0.000715896151605
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	6.07670320657	0.107937499648	0.995947996365	1.0	6.4051021163e-05	0.000240296771947	7.77125054296e-05	5.4244398899e-05
k__Bacteria;p__SR1;c__;o__;f__	6.02592219017	0.11035584259	0.995947996365	1.0	3.42887352377e-06	0.0	4.77860086039e-06	9.19853946201e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	5.74956967499	0.124450624216	0.995947996365	1.0	0.0	9.48730598459e-06	5.95333515509e-05	8.18410973254e-07
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	5.70446599647	0.126908080967	0.995947996365	1.0	0.00249667034137	0.00348126124694	0.00319342202341	0.00209917955082
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	5.63363230425	0.130860842908	0.995947996365	1.0	9.57080309841e-06	2.84037652031e-06	8.55687456543e-05	1.62660659934e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	5.57726038657	0.134089928491	0.995947996365	1.0	0.000240240043167	0.000154511600356	0.000545723822256	6.23880283238e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	5.50643378276	0.138254311952	0.995947996365	1.0	0.00136826405075	0.00111463336866	0.000892548479184	0.000352586452867
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	5.49823573984	0.138744177762	0.995947996365	1.0	2.87050410694e-05	0.0120571805439	0.000260644374707	1.82940219751e-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	5.48837129872	0.139335799211	0.995947996365	1.0	0.000102699449162	0.000324968793566	0.00026427712899	8.89927338312e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	5.39541854328	0.145029286348	0.995947996365	1.0	0.000601262875681	0.000682318985697	0.000540666713832	0.000642833293321
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	5.26144056989	0.153624113938	0.995947996365	1.0	2.24381794704e-06	0.0	2.30881204743e-06	2.75711370287e-06
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	5.16935700866	0.159807818251	0.995947996365	1.0	0.00297284100622	0.00147123758118	0.0012506589928	0.00010692221535
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	4.94548401591	0.175832874943	0.995947996365	1.0	0.000169908641093	0.000158345277528	0.000570987563735	0.000166566176947
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	4.8712891022	0.181468274356	0.995947996365	1.0	2.90402318086e-06	8.01616057973e-06	0.000466563637284	4.50015111097e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	4.76345952048	0.18996012089	0.995947996365	1.0	0.00322484817564	0.00563438154931	0.00288003859402	0.00223592610629
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	4.63003869175	0.200980305126	0.995947996365	1.0	0.0	0.0	0.000554889351475	0.00376724917466
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	4.60306777857	0.203279070008	0.995947996365	1.0	1.44274953435e-06	4.00808028986e-06	7.28561095304e-07	5.05341410322e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	4.56081054261	0.206929840502	0.995947996365	1.0	1.76943773836e-05	7.00702103508e-06	8.93824689213e-06	6.23821416325e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	4.4872363237	0.213431607596	0.995947996365	1.0	0.00382594238998	0.00591517464755	0.0069607671947	0.00714308295502
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	4.48304899044	0.213807271449	0.995947996365	1.0	0.00358811569675	0.000271312039408	0.00275898220196	0.000378696839333
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	4.26712129278	0.234027099923	0.995947996365	1.0	0.0190407900296	0.0394985998264	0.0170929773589	0.0204527074618
