OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	33.8882543315	2.09177429778e-07	3.61359674016e-05	9.83133919955e-05	0.0	0.00265035079406	8.52804142714e-08	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Rhodobacter	33.8882543315	2.09177429778e-07	3.61359674016e-05	9.83133919955e-05	0.0	2.93551512e-05	2.0813178993e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Tetrathiobacter	33.6871451813	2.30655111074e-07	3.61359674016e-05	0.000108407902205	0.0	1.79107471647e-06	1.37289797586e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	30.9286334192	8.79973557787e-07	0.00010339689304	0.00041358757216	1.48909239818e-06	0.0	1.78145714394e-08	1.75609155514e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia	29.2712882095	1.9639184604e-06	0.000184608335278	0.000923041676388	0.0	0.0	0.0	1.79729272997e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	24.1363989356	2.33944393319e-05	0.00159058735752	0.010995386486	0.0	0.0	6.39476016175e-08	5.3004934934e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	24.1103226112	2.36895989417e-05	0.00159058735752	0.0111341115026	0.0	0.0	1.07385159781e-06	0.00205034546792
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	19.8205284032	0.000184916994195	0.010863873409	0.0869109872717	1.09790275737e-05	0.000123333993973	2.1328907431e-05	3.94324015759e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__Barnesiella	18.2303638687	0.000394256794885	0.0205889659551	0.185300693596	0.0	0.0	2.40819636375e-08	0.00022225595145
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__	17.6428023545	0.000521119972119	0.0244926386896	0.244926386896	1.29341962785e-06	0.0	6.96670248647e-07	1.14031861559e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella	16.2946174685	0.000986679263636	0.0421581139917	0.463739253909	0.0	1.31174033838e-06	1.50576147372e-07	0.0
