OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Acanthamoeba	104.769230769	1.4648562569e-22	6.88482440745e-20	6.88482440745e-20	0.0	0.000208829815984	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus	35.5572875898	9.28909613269e-08	2.18293759118e-05	4.36587518237e-05	1.51484854544e-06	1.65376365921e-05	8.35859709283e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	21.8522146452	7.00165204827e-05	0.0109692548756	0.0329077646269	0.0	0.0	1.64831573964e-06	5.96623303393e-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__R4-45B;g__	16.1973153944	0.00103309610113	0.121388791883	0.48555516753	0.0	5.31236719082e-06	1.37011191828e-05	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma	14.9722569367	0.00184051145645	0.173008076906	0.865040384531	1.29709388421e-05	0.0	8.39410451281e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas	13.9284070037	0.00300424057155	0.235332178105	1.0	0.0	2.71861024644e-05	1.41314996645e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium	13.2682285997	0.00409103245872	0.274683607943	1.0	1.34439729869e-06	3.4703515987e-05	3.14959572239e-06	1.25508040861e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	12.8060288487	0.00507542058827	0.298180959561	1.0	0.002696304999	6.48466377018e-05	0.00141313093712	0.000875997808209
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	11.1199349119	0.0110947090418	0.528621624606	1.0	0.000905474181256	2.7503871506e-05	0.000859479323177	0.00154083457361
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea	10.7808517144	0.0129718816621	0.528621624606	1.0	5.38508585965e-06	2.05431798903e-05	6.12103201453e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter	10.7255074788	0.0133066456922	0.528621624606	1.0	0.0	0.0	1.54573310458e-06	6.42549623318e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	10.694690721	0.0134967223304	0.528621624606	1.0	8.16616772085e-05	3.31037133644e-05	0.00029293816142	0.000196403232533
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	9.89364959338	0.0194921253739	0.692373776858	1.0	0.000663627180977	0.000760097922077	0.000451647771375	1.29632246281e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Mitsuaria	9.77021051087	0.0206238997362	0.692373776858	1.0	0.0	4.7110182866e-05	1.02485498548e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia	9.54480362245	0.0228594710118	0.716263425038	1.0	1.45116568521e-05	0.0	3.69351993253e-07	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia	9.29540632977	0.0256105199062	0.745488323619	1.0	6.96500452805e-05	0.0	6.08778475048e-05	1.43078010715e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	9.1821617863	0.0269644712798	0.745488323619	1.0	4.18827818209e-07	2.01517020128e-06	3.79533960928e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	8.94076403412	0.0300889169457	0.769278342637	1.0	5.57421659453e-05	3.28272867129e-05	5.52075047771e-05	5.79357492541e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	8.86799157419	0.0310984861917	0.769278342637	1.0	6.54159428579e-06	9.63904292028e-05	1.92698627984e-05	3.31213566508e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	8.71413132435	0.0333433177458	0.783567967026	1.0	9.29384625037e-05	7.0505884847e-05	3.33277769671e-05	0.000131796971238
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115	8.35217555393	0.0392673188265	0.878839992783	1.0	0.000120890499193	7.79296684742e-05	0.000137212507498	8.92543424044e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus	8.22862545421	0.0415156211849	0.886924634405	1.0	1.35620436372e-06	7.85169714434e-06	1.17503350655e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__	8.06006650825	0.0447864871433	0.887336180837	1.0	5.48399857903e-06	1.65359568252e-05	2.56645841107e-05	1.32692520969e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio	8.01525618304	0.0456974563809	0.887336180837	1.0	1.40015233657e-07	1.49646087004e-05	6.1016131318e-07	2.42043506667e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter	7.84560869189	0.049312634553	0.887336180837	1.0	0.0	0.0	5.16560057544e-08	1.00406432689e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	7.82091254293	0.0498615957769	0.887336180837	1.0	0.0	0.0	4.41246798824e-07	5.37958340506e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Petrobacter	7.77164197408	0.0509746316651	0.887336180837	1.0	0.0	0.0	2.13204506604e-06	1.52325012833e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia	7.14126209506	0.067528997242	0.994537274028	1.0	7.27160445121e-05	0.000406711438233	5.22657707755e-05	8.75582935209e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus	7.11918905145	0.0681942959097	0.994537274028	1.0	1.05740518396e-05	0.0	6.20871262e-06	7.61625064167e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	7.10809051246	0.0685312067234	0.994537274028	1.0	0.00426935366811	0.0	0.00155379511735	0.000271485545168
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	6.73852931405	0.0807155467245	0.994537274028	1.0	0.000242466854128	0.000113267559814	0.000246596016336	0.00011656432805
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	6.7277334004	0.0811012003987	0.994537274028	1.0	1.68809377244e-05	1.35930512322e-05	2.00111237946e-05	1.43125093479e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	6.69415903912	0.0823119371216	0.994537274028	1.0	0.00865944647716	0.000286163822129	0.00538665232507	0.0109462913365
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	6.63760156487	0.0843909688391	0.994537274028	1.0	7.36053748135e-05	3.84615384615e-06	0.000278528270946	0.000119022706439
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	6.39039626703	0.0940866833781	0.994537274028	1.0	6.78102181862e-07	0.000227699217186	0.000147853327908	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	6.38348230083	0.094372691003	0.994537274028	1.0	2.71467662772e-05	0.0	4.09340947566e-08	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia	6.36235647878	0.0952517790378	0.994537274028	1.0	4.4474331195e-07	0.0	6.21373894964e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	6.36235647878	0.0952517790378	0.994537274028	1.0	3.41332343014e-07	0.0	3.64421083703e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pragia	6.33509870872	0.0963976541173	0.994537274028	1.0	0.0	1.26914827459e-05	2.55962681991e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	6.14463385868	0.104781631249	0.994537274028	1.0	0.00143267490545	0.000114113535725	0.00123202291288	0.00247672684138
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	6.03196909119	0.110065176209	0.994537274028	1.0	0.00386172827231	0.0241304712307	0.00507021644302	0.00356326224001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	6.01817121738	0.110729494912	0.994537274028	1.0	0.0259090705894	0.00889920497102	0.0238518896586	0.024701570425
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	5.86917306185	0.1181516524	0.994537274028	1.0	0.00864486400514	0.00276975800295	0.00261886119635	9.20461588875e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium	5.823945625	0.120496981596	0.994537274028	1.0	0.0	0.0	4.25890359942e-06	8.31426521219e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	5.7514841896	0.124347321552	0.994537274028	1.0	1.7789732478e-06	0.0	2.1570705868e-06	1.25508040861e-07
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	5.64523925906	0.130205213174	0.994537274028	1.0	0.00108962081219	0.000269637402239	0.00119105433926	0.00132482881409
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	5.55949959675	0.135122878467	0.994537274028	1.0	0.0775960253592	0.0426822053508	0.0762115985759	0.0628691814422
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Leptothrix	5.55574712157	0.135342083191	0.994537274028	1.0	0.0	0.0	1.68795159703e-05	1.19196898155e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium	5.54719884957	0.135842700283	0.994537274028	1.0	9.63760439127e-06	2.38968938956e-05	6.11548807826e-06	3.55882041222e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius	5.49159539948	0.139142170624	0.994537274028	1.0	0.0	0.0	6.18670691849e-06	2.6488721124e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	5.48860758264	0.139321600128	0.994537274028	1.0	5.81863205481e-05	2.36387751328e-05	0.000115093557893	0.000131416842561
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	5.47838233703	0.13993732546	0.994537274028	1.0	0.0111767885477	0.00904983928265	0.00694819132237	0.00552708100757
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	5.47692548181	0.140025261384	0.994537274028	1.0	1.8421064058e-05	0.0	1.41261760019e-06	1.90720676219e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	5.220353925	0.156354799121	0.994537274028	1.0	0.00128240951162	0.000152320024835	0.0007599007915	0.000527551046564
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	5.21537692075	0.156688670737	0.994537274028	1.0	0.00169688583921	0.000357137524955	0.00158294579187	0.00152433605164
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	5.21079420847	0.156996686535	0.994537274028	1.0	1.5777617899e-05	7.21604849185e-05	3.79166832048e-06	7.22091240268e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	5.19749285493	0.15789394092	0.994537274028	1.0	0.000114443942042	2.17984991012e-05	0.000453376108613	6.34824743285e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus	5.18664257606	0.158629433454	0.994537274028	1.0	0.0	0.000159693388694	5.53611465655e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	5.1713777361	0.159669637513	0.994537274028	1.0	2.97852513357e-05	0.00116903516208	0.000128034434661	0.000317850594235
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	5.10255962781	0.164439435108	0.994537274028	1.0	1.44462451295e-05	0.0	4.20300211609e-06	4.87982589557e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	5.08215082977	0.165879549609	0.994537274028	1.0	0.00246656848789	0.00176718013164	0.00294668886206	0.00157929684986
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	5.07668811257	0.166267024867	0.994537274028	1.0	0.000175348195682	1.57033942887e-05	0.000472623185519	3.00669521669e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	5.0145109451	0.170737660148	0.994537274028	1.0	5.15388243771e-05	6.93079954523e-06	5.67435765693e-05	3.69759707644e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax	4.88132033389	0.180696600335	0.994537274028	1.0	0.0	0.0	4.89189573453e-07	0.00786615747782
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	4.8786656149	0.180900520995	0.994537274028	1.0	0.00050021714825	0.00169519409073	0.00190958298373	2.29958376026e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	4.85783688444	0.182507954824	0.994537274028	1.0	0.000186418232835	7.85169714434e-06	0.000120145108318	0.000409595617867
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	4.85710664703	0.182564551732	0.994537274028	1.0	1.80766528525e-06	0.0	6.09875191712e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	4.838267538	0.184030358466	0.994537274028	1.0	8.89439677474e-05	0.000352807543172	0.000433528715483	1.4099218221e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus	4.83325529342	0.184422192871	0.994537274028	1.0	0.000483954247545	4.38267857659e-05	0.00055686216726	2.49645418105e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	4.82997413742	0.184679120798	0.994537274028	1.0	0.000504699949078	2.9229119338e-05	0.00289081806076	0.000202182435135
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter	4.81974936664	0.185481908892	0.994537274028	1.0	0.0	0.0	2.56460625466e-06	3.31213566508e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	4.80206595339	0.186878004347	0.994537274028	1.0	0.000777338383732	7.78207374198e-05	0.00145519697966	0.000759275274252
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	4.74972739998	0.191067802636	0.994537274028	1.0	0.000107442314366	2.45682136452e-05	0.000202932870857	9.5222764459e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	4.71449128969	0.193937683815	0.994537274028	1.0	0.000264329233725	0.000308619494314	0.00046045272219	0.000580546996265
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__ph2	4.62738606615	0.201205316262	0.994537274028	1.0	0.000455652298368	0.0	0.000239956992593	0.000465991133026
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	4.59462264787	0.204003863783	0.994537274028	1.0	4.85730158047e-05	0.0	6.78459599689e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	4.59176029976	0.20425006543	0.994537274028	1.0	0.000175684086796	0.00142257215709	0.00021693524633	0.000341714378811
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	4.56047540721	0.206959035763	0.994537274028	1.0	0.000267160244007	1.26914827459e-05	0.000115441313731	0.000359463973762
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	4.55199505312	0.207699072669	0.994537274028	1.0	0.0	2.77017262792e-05	2.8369811028e-05	0.000136618089637
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	4.55085200921	0.207799007652	0.994537274028	1.0	1.1578689681e-05	2.08563720275e-05	2.23752568989e-05	4.76389890039e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	4.54383053835	0.208413865104	0.994537274028	1.0	5.70435036576e-07	0.0	9.01719971201e-07	1.52325012833e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Sediminihabitans	4.47818155268	0.214244719121	0.994537274028	1.0	3.08568071351e-07	0.000369029765784	5.56370256492e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	4.46126001393	0.215771944847	0.994537274028	1.0	0.000247410473815	4.98820290014e-06	3.11404784056e-05	1.45408859991e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	4.43770360617	0.217914748625	0.994537274028	1.0	7.76075348045e-05	0.0	0.000116180929947	2.39117592657e-05
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__	4.40328129468	0.221081327747	0.994537274028	1.0	0.0	9.74120855928e-06	4.39551088119e-06	2.84366100733e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	4.3806759886	0.223183874503	0.994537274028	1.0	0.0312482850361	0.0221105712315	0.0289478455948	0.0351742107765
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20	4.35546665442	0.225550355786	0.994537274028	1.0	0.0	0.0	2.63953239935e-05	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	4.31568340321	0.229331985587	0.994537274028	1.0	6.14437091495e-05	2.90045914268e-06	1.00142896185e-05	6.22994134574e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	4.28787703049	0.232009676791	0.994537274028	1.0	0.000320468378885	0.000142575405339	0.00171501267532	0.000612779272723
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__	4.25536515106	0.235176910049	0.994537274028	1.0	3.39821661592e-06	0.000439695040083	5.88641831311e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	4.21778397559	0.23888739259	0.994537274028	1.0	0.00213674432855	5.31236719082e-06	0.00326838421105	0.00107927361333
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__	4.21115994837	0.239546935253	0.994537274028	1.0	1.28088530681e-06	4.91364272904e-05	0.00014202265355	0.000103672621619
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus	4.19651702503	0.241010828443	0.994537274028	1.0	6.35052887204e-07	4.61695437987e-06	5.47646272054e-06	9.86473121241e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	4.09945230487	0.250923397166	0.994537274028	1.0	3.45441280509e-07	1.22841068226e-05	0.000395925468899	9.84907737319e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum	4.06291927975	0.254749647374	0.994537274028	1.0	0.000146799168967	5.51943961922e-05	0.00024235454795	0.000586669731073
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	4.05108378966	0.256000575885	0.994537274028	1.0	1.92212827641e-05	0.0	2.9386071197e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	4.03038077674	0.258202187214	0.994537274028	1.0	0.0	0.0	7.27188377307e-06	4.31053062632e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	4.03031355181	0.258209364048	0.994537274028	1.0	0.00375970178997	0.00953738648404	0.00422830057503	0.00713354821994
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Lupinus	3.98976785219	0.262571138915	0.994537274028	1.0	6.69196399888e-07	1.15384615385e-05	1.71482776079e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	3.94358019468	0.26762125208	0.994537274028	1.0	0.000259212343608	4.59230958142e-05	0.000196330029001	1.52756437389e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	3.89653370442	0.272855546963	0.994537274028	1.0	0.000139654666915	0.000145446050723	0.0003409211258	0.000261667081675
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	3.82809576124	0.280634992653	0.994537274028	1.0	1.23035887284e-06	0.0	0.000798737399129	3.31213566508e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	3.81897110263	0.281687171471	0.994537274028	1.0	7.44465715977e-06	0.0	1.03656765406e-05	2.22135134271e-05
k__Bacteria;p__SR1;c__;o__;f__;g__	3.78977147176	0.285078123993	0.994537274028	1.0	3.18505813002e-06	0.0	4.09840852573e-06	2.07818451399e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	3.77531424492	0.286770584815	0.994537274028	1.0	2.06327414043e-05	0.0	8.76232381691e-05	5.8479514292e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__	3.76847608049	0.287574245769	0.994537274028	1.0	0.0	0.0	4.14922573326e-05	1.90720676219e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus	3.71799544659	0.29356980481	0.994537274028	1.0	6.88833454544e-06	3.14067885774e-05	0.000280042091898	5.36987203732e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus	3.70881453083	0.294672173138	0.994537274028	1.0	4.35707065426e-06	0.0	9.30559239829e-08	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__	3.69578802266	0.296242643518	0.994537274028	1.0	4.54454563633e-06	0.0	1.04285868229e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salinibacillus	3.68278515511	0.297817722337	0.994537274028	1.0	6.78102181862e-07	0.0	1.06294377558e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Tetrathiobacter	3.68278515511	0.297817722337	0.994537274028	1.0	2.64590583115e-07	0.0	1.37289797586e-05	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09;f__;g__	3.68278515511	0.297817722337	0.994537274028	1.0	9.02413052502e-07	0.0	1.51190043305e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	3.63913350143	0.303160219118	0.994537274028	1.0	0.00302947855919	0.00443701362803	0.00469416079924	0.00454492186866
