OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Bacteroidetes;c__Cytophagia	9.56111392209	0.0226900203556	0.99041495194	1.0	0.0	0.0	7.73213216996e-07	2.59468356109e-05
k__Bacteria;p__[Thermi];c__Deinococci	5.9878130489	0.112204654496	0.99041495194	1.0	1.63310233101e-06	0.0	1.28975730876e-06	0.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	5.9687715635	0.113139480594	0.99041495194	1.0	3.64255465471e-07	0.0	8.69826496657e-07	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	5.48136461308	0.139757478215	0.99041495194	1.0	0.0121111138725	0.00722340417412	0.0259078554455	0.0154904760143
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	5.33019803423	0.149154844944	0.99041495194	1.0	3.64255465471e-07	0.0	0.000477066243566	0.000439386375244
k__Bacteria;p__Synergistetes;c__Synergistia	4.52546655518	0.210029946111	0.99041495194	1.0	3.56934997635e-05	0.0	7.54067206175e-05	2.23657669123e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	4.1030590452	0.250548504421	0.99041495194	1.0	0.00223088661619	0.00111609461012	0.00289995130425	0.0033525073021
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	3.91712459675	0.27055335739	0.99041495194	1.0	0.000290295635516	0.0	0.000836421432223	0.0113915229971
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	3.53873165321	0.315773389544	0.99041495194	1.0	0.0108674480802	0.000927785497001	0.00626564621938	0.00957425916416
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	3.38004307601	0.336656608238	0.99041495194	1.0	4.02210568636e-05	6.33775784638e-05	0.000351585591006	0.000319610751276
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	3.37070757625	0.337922088456	0.99041495194	1.0	1.0734914962e-06	0.0	1.72553051019e-06	7.39886459865e-06
k__Bacteria;p__Acidobacteria;c__DA052	3.18791718518	0.363549578667	0.99041495194	1.0	1.34186437025e-07	0.0	6.46620382624e-07	3.93470339308e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	2.83238336671	0.418196745311	0.99041495194	1.0	0.0229481773396	0.0491536416874	0.0308026270462	0.0241904947643
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	2.7021178408	0.439867509474	0.99041495194	1.0	8.8936875274e-07	0.0	2.06449538938e-06	0.0
