OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus	50.1542056922	7.40730574053e-11	3.48143369805e-08	3.48143369805e-08	6.28225900906e-06	3.6735984542e-05	5.82422376885e-06	1.77709176394e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__Barnesiella	37.7888050151	3.13295846757e-08	7.36245239879e-06	1.47249047976e-05	3.38515784314e-07	4.00043044632e-07	1.58070518739e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Gyrocarpus	19.6502393936	0.000200561176206	0.0282486724841	0.0942637528166	0.0	4.00043044632e-07	1.55037948248e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella	19.2699614958	0.000240414233907	0.0282486724841	0.112994689936	1.82311136043e-06	0.0	3.46657388681e-08	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	17.3944203277	0.000586269046134	0.044764952401	0.275546451683	0.0	4.09906623271e-06	6.54469725009e-05	4.11495539388e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita	17.1231058647	0.000666712057036	0.044764952401	0.313354666807	0.0	0.0	1.27620889952e-06	4.09852302892e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	17.1231058647	0.000666712057036	0.044764952401	0.313354666807	0.0	0.0	3.64421083703e-07	8.11817464467e-07
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__YRC22	16.8006883217	0.000776675895616	0.0456297088674	0.365037670939	0.000142452178761	0.0	2.12172169689e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella	16.095637602	0.0010839182507	0.0566046197585	0.509441577827	1.56299267469e-05	0.000486841459859	1.66392638809e-05	2.25764551654e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella	14.6249999997	0.00216684339855	0.0900411127006	1.0	2.09559439881e-05	0.0	0.0	0.0
