OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__TM7	11.6201828657	0.00880424450549	0.125023072456	0.167280645604	1.61755841083e-05	3.24721095084e-06	4.55639997511e-06	6.76801975715e-07
k__Bacteria;p__Acidobacteria	10.7495272358	0.0131603234164	0.125023072456	0.250046144912	1.36396805587e-06	4.60357686e-05	2.45446759063e-06	6.6091299538e-06
k__Bacteria;p__Proteobacteria	4.85955885123	0.182374559087	0.930488515089	1.0	0.0309443647674	0.021333187563	0.0522043726226	0.067982753041
k__Bacteria;p__Tenericutes	3.91485925477	0.270805773982	0.930488515089	1.0	0.0037794311806	0.00526583355121	0.00634929983957	0.00661502480093
k__Bacteria;p__Synergistetes	3.50443462064	0.320187420683	0.930488515089	1.0	5.01634401809e-05	0.0	6.59249413231e-05	0.000149565462273
k__Bacteria;p__Verrucomicrobia	3.44455870784	0.328024176905	0.930488515089	1.0	0.02802610787	0.0206373061285	0.0169074831287	0.0228019654432
k__Bacteria;p__Lentisphaerae	2.5987709943	0.457705048191	0.930488515089	1.0	3.64280961477e-05	0.000248056467682	0.000240951514588	0.000163379204047
k__Bacteria;p__Bacteroidetes	2.4086406021	0.492028204153	0.930488515089	1.0	0.419409476976	0.403976084757	0.407136477569	0.381973408393
k__Bacteria;p__SR1	2.11978111992	0.547921285828	0.930488515089	1.0	1.2351259952e-06	0.0	4.77708573992e-06	1.86352283914e-06
k__Bacteria;p__[Thermi]	1.68038062311	0.641304404982	0.930488515089	1.0	0.0	0.0	1.28975730876e-06	6.86645298265e-07
k__Bacteria;p__Fusobacteria	1.66588963657	0.644543743428	0.930488515089	1.0	0.00384609769363	4.08692808347e-05	0.00129436692896	0.00073984290451
k__Archaea;p__Euryarchaeota	1.29622147418	0.730030519723	0.930488515089	1.0	0.000336004335893	7.70902413443e-05	0.000201097023978	0.000315666782845
k__Bacteria;p__Spirochaetes	1.29588489063	0.730110481048	0.930488515089	1.0	0.0	0.0	6.97937611278e-06	1.46461554235e-06
k__Bacteria;p__Firmicutes	1.17375959824	0.759304476252	0.930488515089	1.0	0.484964479392	0.525292745349	0.49232113595	0.498042409881
k__Bacteria;p__Actinobacteria	1.15737202225	0.76324534545	0.930488515089	1.0	0.0278440924456	0.0222862492799	0.0218950438604	0.0182731207858
k__Bacteria;p__Cyanobacteria	0.828669755689	0.84259802603	0.930488515089	1.0	0.00074457912375	0.000793294401836	0.00134528111826	0.00292387706287
k__Bacteria;p__Chloroflexi	0.784340007426	0.853208913119	0.930488515089	1.0	0.0	0.0	1.95281727994e-06	0.0
k__Bacteria;p__Elusimicrobia	0.664521298389	0.881515435348	0.930488515089	1.0	0.0	0.0	1.46027828276e-05	7.68552260371e-06
k__Bacteria;p__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
