OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Acanthamoeba	36.1621621621	6.9199110371e-08	3.25235818744e-05	3.25235818744e-05	0.0	0.0	0.0	7.33726380485e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Weeksella	29.2712882095	1.9639184604e-06	0.000461520838194	0.000923041676388	1.34994584837e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	27.1861064142	5.38145692565e-06	0.000843094918352	0.00252928475506	0.00507595513907	0.0	0.000437799806041	7.18135433161e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	22.0279129377	6.43645634004e-05	0.00756283619955	0.0302513447982	9.35779335746e-07	1.36650104674e-06	2.14936598897e-07	6.12025068547e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Gyrocarpus	19.7092267491	0.000194998382481	0.0155822442431	0.0916492397663	0.0	8.93576392069e-07	1.54519279411e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas	19.6674473089	0.000198922266933	0.0155822442431	0.0934934654586	3.87719792215e-05	1.12345665143e-05	1.29428917906e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__	18.2011079744	0.000399775706558	0.0268420831546	0.187894582082	1.87922862739e-06	0.0	5.14487868119e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	17.1231058647	0.000666712057036	0.0391693333509	0.313354666807	0.0	0.0	3.64421083703e-07	8.11817464467e-07
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	15.5004973422	0.00143524944743	0.0749519155881	0.674567240293	0.00243883025841	0.000105418359409	0.000266679085457	9.02899791302e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella	14.6249999997	0.00216684339855	0.0925833088473	1.0	2.09559439881e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__RFP12;g__	14.6249999997	0.00216684339855	0.0925833088473	1.0	1.19029906264e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium	13.6562484905	0.00341243732937	0.1336537954	1.0	9.16160854897e-06	0.0	3.68469689767e-06	5.72162028658e-06
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium	12.7432485821	0.00522606218613	0.188942248268	1.0	1.04799147792e-06	0.0	9.73097078781e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	12.3625695346	0.00623894332309	0.209450240132	1.0	0.00148710265954	7.4897110095e-05	0.00071909151019	0.00030307067802
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius	12.0445763939	0.00723201011071	0.226602983469	1.0	1.11093434911e-07	0.0	6.0784097449e-06	6.00528782733e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	11.2739710582	0.0103330116011	0.303532215782	1.0	1.22452978056e-05	1.36650104674e-06	1.8375997478e-06	1.90720676219e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09;f__;g__	10.8852970073	0.0123625659049	0.322800331962	1.0	0.0	0.0	1.51054703794e-05	2.59875259875e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	10.8852970073	0.0123625659049	0.322800331962	1.0	0.0	0.0	1.36511903556e-07	3.21367741106e-06
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	10.0269336898	0.018338571207	0.453638340384	1.0	4.90631777739e-05	0.000200228619961	9.43530843214e-05	5.84078938546e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	9.69531681943	0.0213417775102	0.50153177149	1.0	9.17620573698e-06	7.4897110095e-06	5.23371097223e-06	2.8585110095e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia	9.55545025754	0.0227487210231	0.509138041946	1.0	4.74857298468e-06	4.17379690304e-06	5.46060271355e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Nocardiopsis	9.21623408875	0.0265498895811	0.567202186504	1.0	1.90804738063e-06	1.78715278414e-06	0.000104547315672	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	8.93406287226	0.0301805245617	0.601527050294	1.0	6.6967323865e-05	5.42593597396e-05	0.000177447756704	0.000164683926756
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	8.8952666403	0.0307162749086	0.601527050294	1.0	2.3616386118e-05	0.0	3.81478175332e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	8.67826265703	0.0338889992237	0.626782179563	1.0	0.00341167890444	0.000122594036208	0.00581493501952	0.00916640648737
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	8.62770145409	0.0346730567418	0.626782179563	1.0	0.000694859665863	0.000139926154723	0.000311704839838	6.04928618741e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	8.320275678	0.039836170225	0.6664430527	1.0	0.00359621840009	0.00139139153232	0.00400202776486	0.00383865521605
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	8.28319940629	0.0405074380783	0.6664430527	1.0	0.0298708523691	0.0440068983124	0.0270721159211	0.0308993986711
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	8.22426517619	0.0415972193732	0.6664430527	1.0	2.43103636052e-07	0.0	5.51501835777e-06	1.92048212223e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	8.17453955687	0.0425389182575	0.6664430527	1.0	1.95524195713e-05	6.13677141427e-05	0.000226942365639	2.32695981779e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	8.07403025578	0.0445062454581	0.674772108559	1.0	0.000217126110649	0.0	1.71902699768e-05	3.70233246946e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	7.85804953315	0.0490383238734	0.72025038189	1.0	0.00165542806071	0.000136122459325	0.00109595799021	0.000450109724852
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	7.59790716404	0.0550954509823	0.771953420414	1.0	0.0	1.12345665143e-05	6.43804367435e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	7.56773166044	0.0558434389235	0.771953420414	1.0	5.82213155223e-06	0.0	1.7487524454e-06	2.05247775114e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	7.39790336253	0.060240604194	0.80894525632	1.0	0.000673925914161	9.95600572373e-05	0.00156729953263	0.000913307734013
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Rahnella	7.08741753071	0.0691630615493	0.90296219245	1.0	0.0	1.25213907091e-05	8.80014056807e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	6.72557053809	0.0811786759217	0.9925267109	1.0	2.75580893472e-05	7.4897110095e-06	5.4118751041e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium	6.50176360328	0.0895929777772	0.9925267109	1.0	6.50354052746e-06	0.0	2.49066074739e-05	3.52983326016e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pragia	6.2859668209	0.0984965888622	0.9925267109	1.0	0.0	6.20848078475e-06	2.62775861094e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	6.10053319824	0.106820203403	0.9925267109	1.0	0.000893042954132	0.000135281995576	0.00130974702481	0.00115423211905
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	6.02415116696	0.110441112162	0.9925267109	1.0	0.00745248820061	0.00530131347081	0.00653342268347	0.00868677462869
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	5.92550967504	0.115291121766	0.9925267109	1.0	1.61915642312e-05	1.3403645881e-06	1.8765341525e-05	3.29273937213e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter	5.91353035602	0.115893790159	0.9925267109	1.0	4.16562488837e-07	0.0	9.56276523262e-08	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	5.7304335758	0.125487663004	0.9925267109	1.0	0.0	1.3403645881e-06	7.58984891884e-06	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus	5.70428452832	0.126918060844	0.9925267109	1.0	1.01888134923e-05	3.03831312855e-05	4.61650868748e-05	0.000206578695708
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	5.69554437934	0.127399612174	0.9925267109	1.0	3.43346747512e-05	0.0	6.60237335543e-06	6.21821492816e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	5.58707730242	0.133522208325	0.9925267109	1.0	0.00675354405409	0.0113652783718	0.00710089417626	0.0101284695755
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Leptothrix	5.44553689175	0.141932647186	0.9925267109	1.0	0.0	1.27124569366e-05	1.7102447727e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum	5.39787126428	0.144876264444	0.9925267109	1.0	1.53825134064e-05	3.39964043203e-05	0.000268884684622	1.97092045904e-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__	5.36266481419	0.147087460381	0.9925267109	1.0	0.000174317347158	0.000656462965747	0.000180017765453	9.43712628456e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	5.32693945358	0.149363851473	0.9925267109	1.0	3.60203290599e-06	9.21085969171e-06	8.59590643135e-05	3.13420612442e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	5.31319100133	0.150248733495	0.9925267109	1.0	7.01568992405e-05	5.79285676389e-05	0.000559781141403	2.91900065094e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	5.14411821674	0.161543205718	0.9925267109	1.0	0.0	1.4979422019e-05	2.27180288142e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	5.13271554257	0.162333045015	0.9925267109	1.0	9.89971196698e-05	0.000151470782213	0.000206889705248	6.20808336964e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	5.05098356308	0.168101718621	0.9925267109	1.0	0.0	1.87242775238e-05	3.01412174683e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	4.98912442803	0.172595241485	0.9925267109	1.0	1.80050304782e-05	0.0	0.000895723297858	6.25770479903e-06
