OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__	104.769230769	1.4648562569e-22	6.88482440745e-20	6.88482440745e-20	0.0	4.24344652727e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium	45.0133485304	9.19245896319e-10	2.16022785635e-07	4.3204557127e-07	0.0	1.06086163182e-05	1.75454679837e-07	3.76578333942e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella	39.8591256916	1.14134582638e-08	1.78810846132e-06	5.36432538397e-06	0.0	3.10664077838e-05	2.79276631474e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas	25.1099509461	1.46443619148e-05	0.00147399396244	0.00688285009997	0.0	4.24344652727e-05	1.09943342658e-07	0.0
k__Bacteria;p__SR1;c__;o__;f__;g__	24.9679235397	1.56807868345e-05	0.00147399396244	0.00736996981222	5.19314338892e-07	0.00029678484454	1.73764965259e-06	1.77214786093e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	21.4627178893	8.43707528699e-05	0.00660904230814	0.0396542538488	0.000107154012747	0.000250933978853	0.000111638468879	5.06046952454e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	17.1231058647	0.000666712057036	0.0429745197394	0.313354666807	0.0	0.0	3.64421083703e-07	8.11817464467e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus	16.8590479787	0.000755515818766	0.0429745197394	0.35509243482	5.5566377532e-06	0.0	7.22126342601e-07	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	16.6784706897	0.000822916335436	0.0429745197394	0.386770677655	5.08902547844e-05	7.25689404935e-06	1.68970914185e-05	8.47894729095e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	15.6380062017	0.00134516937064	0.06322296042	0.6322296042	0.0	0.0	3.29285338193e-07	2.14493883311e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__	14.6249999997	0.00216684339855	0.0925833088473	1.0	2.7450376275e-05	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	13.9051133938	0.00303719637809	0.118948394672	1.0	0.0	0.0	1.21512095676e-06	0.000128338718963
