OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	36.1621621621	6.9199110371e-08	3.01016130114e-06	6.02032260228e-06	0.0	0.0	0.0	6.52873814108e-05
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41	36.1621621621	6.9199110371e-08	3.01016130114e-06	6.02032260228e-06	0.0	0.0	0.0	2.83098155439e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	34.8293777654	1.32367514686e-07	3.83865792588e-06	1.15159737776e-05	1.26033104593e-05	1.89026153479e-05	1.25782196161e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	33.7876242707	2.1966241103e-07	4.7776574399e-06	1.91106297596e-05	0.0	7.46608530749e-06	5.69712613643e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	19.8867331054	0.000179168216535	0.00311752696771	0.0155876348385	0.0	0.000141855620842	1.1282645208e-06	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	15.1684519232	0.00167820938295	0.0243340360528	0.146004216317	0.0	2.43967893825e-06	5.28593106529e-06	1.06855997477e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	11.4589052717	0.00948641770966	0.117902620106	0.82531834074	2.48964869848e-05	0.0346719971717	0.00128883726981	1.70193804425e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	8.53466740378	0.0361623306724	0.387555133811	1.0	1.01678922366e-06	9.75871575301e-06	6.22004456783e-07	1.99593778016e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	8.30607895205	0.0400919103943	0.387555133811	1.0	0.00192194228876	0.00978267702119	0.00415376971674	0.00267532478445
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	7.91992843094	0.0476958564042	0.404430108545	1.0	2.54197305915e-06	7.31903681476e-06	5.83947598098e-07	2.97037630868e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	7.76463630023	0.0511348413103	0.404430108545	1.0	0.000808476751432	0.000263834574687	0.000851877561545	0.00194264143365
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	7.51416496178	0.0571956083719	0.414668160697	1.0	0.0	2.43967893825e-06	0.000182203006558	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	7.28174243781	0.0634397490124	0.424558320313	1.0	0.0131464946455	0.0052852691019	0.0135798010919	0.0176989081352
k__Bacteria;p__TM7;c__TM7-3;o__CW040	6.98887271408	0.0722532838758	0.427372967386	1.0	1.18174255029e-06	2.43967893825e-06	4.18730053598e-07	3.71873565963e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	6.94459033002	0.0736849943769	0.427372967386	1.0	0.0148802266026	0.0410705991748	0.0144967348261	0.00164304125266
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	6.68490815307	0.0826485864994	0.449401689091	1.0	3.44712120716e-05	9.07754034967e-06	5.36356277098e-05	3.29813605336e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	6.37875240273	0.0945688319448	0.462170053189	1.0	0.468516193604	0.402166054306	0.45213604295	0.516897001726
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	6.26205393486	0.0995339556262	0.462170053189	1.0	1.52981517571e-05	0.000514946877491	0.00107946176832	7.10166091097e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	6.23016404363	0.100933689777	0.462170053189	1.0	1.52518383549e-06	9.75871575301e-06	3.08103485175e-06	6.96686408803e-07
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	5.55468574396	0.135404145876	0.583763556418	1.0	3.05036767098e-06	1.9517431506e-05	2.94465058789e-06	2.41487206925e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	5.46234147376	0.140908444653	0.583763556418	1.0	0.000631482256139	0.000286480082752	0.00119954109599	0.00257832140628
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	5.33490407422	0.148853485712	0.588647875314	1.0	3.05036767098e-06	2.68364683208e-05	1.02972176521e-06	4.45787057253e-06
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	5.21558611647	0.156674623767	0.59263879425	1.0	8.23253057013e-06	5.13162621235e-05	1.38637002379e-05	5.37829877956e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	5.01643294922	0.170597790206	0.604638624199	1.0	0.018801144705	0.0253436708702	0.0176907677117	0.00795659902233
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	4.91181054959	0.178369886454	0.604638624199	1.0	0.00682395677569	0.0125732124705	0.00540153400562	0.00804837208757
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20	4.88132033389	0.180696600335	0.604638624199	1.0	0.0	0.0	3.86024199144e-06	0.000330870969169
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	4.60823349423	0.202836907624	0.631105143745	1.0	9.80014639034e-06	1.93694148908e-05	9.3006624445e-05	3.71873565963e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	4.60499155078	0.203114299136	0.631105143745	1.0	4.80633121269e-05	0.0	7.22710990455e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	4.43730931768	0.217950781704	0.633667425902	1.0	5.42720287381e-06	0.00074378508476	0.000500001196707	4.38220226984e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	4.43124139642	0.218506008932	0.633667425902	1.0	0.00050707262377	0.000876364358996	0.00122512360484	0.00112516431179
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	4.29563782881	0.231259452895	0.649018464577	1.0	5.06652194084e-05	0.00017413790275	6.10905511502e-05	4.02514753549e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	4.11978805268	0.248816325912	0.676469386073	1.0	0.000597411591982	0.00415916944878	0.000889592341064	0.000996920720344
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	3.69915153725	0.295836424402	0.743874544195	1.0	5.45227090129e-05	0.000136177339506	0.000150248888864	7.58760447493e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09	3.69578802266	0.296242643518	0.743874544195	1.0	1.09265734266e-06	0.0	1.51054703794e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.67093341822	0.299259874101	0.743874544195	1.0	0.00827348222642	0.0263219393229	0.00937646766828	0.00404241548826
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	3.44408230968	0.328087201088	0.79287740263	1.0	0.00113559842274	1.18184737609e-05	0.000780211848343	0.000110923955547
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	3.1257289906	0.37264352461	0.876215855164	1.0	6.48409845488e-07	2.43967893825e-06	1.27648016234e-06	1.92035150114e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	3.02466617161	0.387837750642	0.887318306312	1.0	0.0137557376739	0.00460045669364	0.0104358945033	0.0090156872878
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	2.92388651352	0.403509863755	0.887318306312	1.0	0.000225829130077	0.000316043544174	0.000214386906075	0.000292202421656
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	2.88761873196	0.409278662147	0.887318306312	1.0	0.00704604486656	0.0107244157916	0.0124665821462	0.00715279078525
k__Bacteria;p__SR1;c__;o__	2.79353383449	0.424565469499	0.887318306312	1.0	1.87893054445e-06	1.61542015463e-06	4.79595665483e-06	0.0
