OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Firmicutes	9.04436005998	0.0287068725413	0.42136759411	0.545430578284	0.500347915126	0.471956194963	0.48954006537	0.591198938878
k__Bacteria;p__Bacteroidetes	8.08162797744	0.0443544835906	0.42136759411	0.84273518822	0.390169137199	0.471125857935	0.408619927476	0.326728430457
k__Bacteria;p__Proteobacteria	4.92806600932	0.177140923514	0.899958175899	1.0	0.0491462796556	0.018015307329	0.0536857342962	0.0273848434374
k__Bacteria;p__Fusobacteria	4.5001804899	0.212274188638	0.899958175899	1.0	0.000246900912093	6.37066856683e-05	0.00141398005878	0.00101151843655
k__Bacteria;p__Verrucomicrobia	3.98659899763	0.262914836853	0.899958175899	1.0	0.0255883176532	0.0110500626025	0.0173975034856	0.00838502651308
k__Bacteria;p__SR1	3.79732596868	0.284197318705	0.899958175899	1.0	2.73945235103e-06	0.0	4.5036371536e-06	8.29388556902e-06
k__Archaea;p__Euryarchaeota	2.70786906297	0.438891685523	0.937640415876	1.0	0.000197107061672	0.00138925061164	0.000203438159882	7.86850260359e-05
k__Bacteria;p__Cyanobacteria	2.63279175297	0.451769709031	0.937640415876	1.0	0.0016267922699	0.00312023123341	0.00142641457479	0.000299476346732
k__Bacteria;p__Acidobacteria	2.56514164017	0.463633465036	0.937640415876	1.0	5.88352977258e-06	0.0	2.95282601604e-06	2.60311496174e-06
k__Bacteria;p__Synergistetes	2.38672231782	0.496111044826	0.937640415876	1.0	0.000120168462246	8.4858966104e-05	6.72437983579e-05	4.61727183155e-05
k__Bacteria;p__Lentisphaerae	2.14509146258	0.542844451297	0.937640415876	1.0	0.000207625834319	0.00015448269166	0.000238245772805	5.45296694188e-05
k__Bacteria;p__TM7	1.76391909598	0.622817839498	0.955968532483	1.0	6.18240174407e-06	0.0	4.65413457495e-06	9.54591209546e-07
k__Bacteria;p__Tenericutes	1.47997753775	0.686899154237	0.955968532483	1.0	0.00588186400371	0.00209013199916	0.00618067248695	0.0122765745731
k__Bacteria;p__Actinobacteria	1.32805812449	0.722481424859	0.955968532483	1.0	0.0264439886363	0.0209499149832	0.0211878512323	0.0325233696348
k__Bacteria;p__Chloroflexi	0.784340007426	0.853208913119	0.955968532483	1.0	0.0	0.0	1.95281727994e-06	0.0
k__Bacteria;p__Spirochaetes	0.726057606879	0.867058490338	0.955968532483	1.0	3.18765504831e-06	0.0	6.8393696218e-06	5.82717643583e-07
k__Bacteria;p__Elusimicrobia	0.665252349765	0.881344884659	0.955968532483	1.0	5.91014685533e-06	0.0	1.47290828e-05	0.0
k__Bacteria;p__[Thermi]	0.559427372426	0.905654399194	0.955968532483	1.0	0.0	0.0	1.33860515537e-06	0.0
k__Bacteria;p__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
