OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	36.1621621621	6.9199110371e-08	3.18315907707e-06	3.18315907707e-06	0.0	0.0	0.0	1.62446443438e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	17.1755812676	0.000650341331741	0.01495785063	0.0299157012601	0.0	0.0	2.85122363541e-08	2.70744072397e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	7.0732794018	0.0695984248486	0.743488015334	1.0	0.00361111245391	0.0014629819785	0.00314170471353	0.00133888243149
k__Bacteria;p__Tenericutes;c__Mollicutes	6.6061795548	0.0855677962606	0.743488015334	1.0	0.00724033712184	0.00208572544561	0.00583494499288	0.0013764931549
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	6.4160939326	0.0930309390023	0.743488015334	1.0	0.00327184897295	0.0	0.000274470290667	3.69719619005e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	6.0451324138	0.109434962539	0.743488015334	1.0	0.0	0.0	1.51879601864e-07	2.43669665157e-05
k__Bacteria;p__[Thermi];c__Deinococci	5.9687715635	0.113139480594	0.743488015334	1.0	0.0	0.0	1.29811392384e-06	1.35372036198e-06
k__Bacteria;p__TM7;c__TM7-3	3.67289448288	0.299020816669	0.99041495194	1.0	2.01790282219e-06	0.0	4.9789492717e-06	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	3.61471917022	0.306185378238	0.99041495194	1.0	5.48741744018e-05	0.0	7.27184408733e-05	4.82519371805e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2	3.56468486365	0.312469106534	0.99041495194	1.0	0.000765765736523	0.00021984568283	0.0012053507199	0.00140161856987
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	3.33111834092	0.343334981877	0.99041495194	1.0	9.95951176958e-05	1.70786550496e-05	0.00155936970932	0.0029708527195
