OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__SR1	12.7256817099	0.00526900021058	0.100111004001	0.100111004001	3.2305793721e-06	0.0	1.98216730246e-06	4.0312185705e-05
k__Bacteria;p__Synergistetes	7.84661610463	0.0492903664558	0.459196367545	0.93651696266	0.000100255858002	0.000141481447939	6.62616533664e-05	0.000102870109089
k__Bacteria;p__Actinobacteria	6.4834929573	0.0903157790851	0.459196367545	1.0	0.0123885744659	0.00707579861202	0.0219072256297	0.0268472250498
k__Bacteria;p__Verrucomicrobia	6.32859712069	0.0966729194832	0.459196367545	1.0	0.0103986612764	0.0833046390407	0.0168821183768	0.0213123790136
k__Bacteria;p__Lentisphaerae	5.62871307474	0.131139655913	0.49833069247	1.0	0.000302460260694	0.0	0.000229200898364	0.000253345752477
k__Bacteria;p__Proteobacteria	5.20027483235	0.15770588134	0.499401957577	1.0	0.0512505053873	0.0157775403044	0.0542137649805	0.0320200015035
k__Bacteria;p__Firmicutes	3.67607601704	0.298633344428	0.712502275076	1.0	0.490095539605	0.426099381408	0.491447346364	0.522821298757
k__Bacteria;p__TM7	3.41754349917	0.331614965207	0.712502275076	1.0	0.0	0.0	4.61121353061e-06	7.18709727365e-06
k__Bacteria;p__Fusobacteria	3.37380998765	0.337501077668	0.712502275076	1.0	0.000241079822853	8.90103971817e-05	0.000909197159166	0.00766273872209
k__Bacteria;p__Spirochaetes	2.93163753638	0.402285863301	0.743990667848	1.0	0.0	0.0	6.74133054225e-06	4.81077884624e-06
k__Bacteria;p__Bacteroidetes	2.75637720475	0.43073143928	0.743990667848	1.0	0.429675649956	0.464036701227	0.406297247897	0.380581257144
k__Bacteria;p__Acidobacteria	1.81444497681	0.61179660325	0.968677955145	1.0	0.0	0.0	3.37330611332e-06	1.06740901406e-06
k__Bacteria;p__Elusimicrobia	1.42746540827	0.699109503869	0.99041495194	1.0	0.0	0.0	1.34267539084e-05	2.42167472978e-05
k__Archaea;p__Euryarchaeota	0.965901041312	0.809502093322	0.99041495194	1.0	9.87437803526e-05	0.000164472374468	0.000206131059148	0.000331752820562
k__Bacteria;p__Chloroflexi	0.784340007426	0.853208913119	0.99041495194	1.0	0.0	0.0	1.95281727994e-06	0.0
k__Bacteria;p__Tenericutes	0.715605944149	0.86952727923	0.99041495194	1.0	0.00467521413704	0.00268100059549	0.0063769619256	0.00623139819425
k__Bacteria;p__[Thermi]	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	1.33860515537e-06	0.0
k__Bacteria;p__Cyanobacteria	0.230515853416	0.97251884745	0.99041495194	1.0	0.000770084871421	0.000629974593598	0.00142916504667	0.00175813871518
k__Bacteria;p__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
