OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix	29.2712882095	1.9639184604e-06	0.000923041676388	0.000923041676388	0.0	0.0	0.0	1.33255418256e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__	24.058212578	2.42906026099e-05	0.00570829161332	0.0114165832266	0.0	0.0	1.08636386497e-07	1.08530638465e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella	19.5926888078	0.000206140635887	0.032295366289	0.0968860988671	7.15928770815e-07	3.29274490882e-05	5.17329475507e-06	3.57313346654e-07
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter	16.8318204686	0.000765315737554	0.08486803311	0.35969839665	2.18290593675e-05	0.000114447764153	5.82737024956e-06	1.31029132378e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	15.8747971833	0.00120301343341	0.08486803311	0.565416313702	2.56119659105e-05	0.0	4.7658996229e-07	1.34852335397e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	14.6249999997	0.00216684339855	0.08486803311	1.0	0.0	0.0	0.0	3.0300423815e-05
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__KSA1	14.6249999997	0.00216684339855	0.08486803311	1.0	0.0	0.0	0.0	6.83013455365e-06
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12;g__	14.6249999997	0.00216684339855	0.08486803311	1.0	0.0	0.0	0.0	7.64627320644e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	14.6249999997	0.00216684339855	0.08486803311	1.0	0.0	0.0	0.0	5.69177879471e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__BPC076;f__;g__	14.6249999997	0.00216684339855	0.08486803311	1.0	0.0	0.0	0.0	5.69177879471e-06
