OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	36.1621621621	6.9199110371e-08	1.08411939581e-05	3.25235818744e-05	0.0	0.0	0.0	0.00226198631759
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Georgfuchsia	36.1621621621	6.9199110371e-08	1.08411939581e-05	3.25235818744e-05	0.0	0.0	0.0	1.91593689999e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Thauera	36.1621621621	6.9199110371e-08	1.08411939581e-05	3.25235818744e-05	0.0	0.0	0.0	0.000109482108571
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Petrobacter	27.6188315796	4.3665402469e-06	0.000425717820695	0.00205227391604	6.40457440322e-07	0.000174711725653	2.95947706713e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Thermoanaerobacterium	27.5432491904	4.52891298611e-06	0.000425717820695	0.00212858910347	1.25318559779e-07	4.99176359008e-05	1.20534099087e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella	25.7215022326	1.09076094747e-05	0.000768446361657	0.0051265764531	0.0	1.49772346034e-05	2.94044264053e-07	3.12415062155e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	25.6217122767	1.14449458119e-05	0.000768446361657	0.0053791245316	0.0	5.84166744556e-06	1.7487524454e-06	1.38472317999e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana	24.906987323	1.61475831308e-05	0.000948670508937	0.00758936407149	2.95742878641e-06	0.0	2.93977784199e-05	0.000104392124549
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	22.7024856045	4.65796151424e-05	0.00243249101299	0.0218924191169	2.52656402699e-05	0.0	4.75871709467e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	21.7149409756	7.47742016484e-05	0.00351438747748	0.0351438747748	0.0	0.0	3.42255798373e-06	0.000134682794151
