OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	5.73611055495	0.12517915636	0.99041495194	1.0	0.0029466290933	0.00335420146087	0.00319846797823	0.0018578324745
k__Bacteria;p__Verrucomicrobia;c__Opitutae	4.96674924456	0.174248182575	0.99041495194	1.0	0.0	0.0	3.45719825464e-05	0.000203408811756
k__Bacteria;p__Cyanobacteria;c__4C0d-2	3.90334450179	0.27209210503	0.99041495194	1.0	0.000372679426217	0.00158364422667	0.00119094185498	0.00119946043144
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	3.81828281143	0.281766683272	0.99041495194	1.0	8.54149389052e-05	3.78551746629e-05	0.00140194647148	0.000809258259231
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	3.52456745764	0.31758975463	0.99041495194	1.0	0.00170500078667	0.0024513897796	0.00291957681981	0.0031004865719
k__Bacteria;p__Tenericutes;c__Mollicutes	3.51584299593	0.318713143112	0.99041495194	1.0	0.0046562883278	0.0157764017467	0.00568703695135	0.00591796250893
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	3.22238399644	0.35859225493	0.99041495194	1.0	6.29871864432e-05	2.49074931628e-05	0.000362372309563	0.000164094767858
k__Bacteria;p__Synergistetes;c__Synergistia	3.21356167969	0.359855565341	0.99041495194	1.0	4.21775922202e-05	0.000201914298041	6.85155681128e-05	8.66789300136e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	3.0249550674	0.387793576197	0.99041495194	1.0	0.0133459324915	0.015197743654	0.013741774314	0.011235552076
k__Bacteria;p__Firmicutes;c__Clostridia	2.88075966084	0.410377398662	0.99041495194	1.0	0.427226393547	0.51703975882	0.454970069581	0.450485580082
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	2.85617088886	0.414336465915	0.99041495194	1.0	0.000717458699764	0.000114279843142	0.00153411646849	0.00138766582442
k__Bacteria;p__Actinobacteria;c__Actinobacteria	2.70555089168	0.439284802547	0.99041495194	1.0	0.0394852295591	0.0201096313835	0.0181347674581	0.0178232652841
k__Archaea;p__Euryarchaeota;c__Methanobacteria	2.64694330085	0.449319149724	0.99041495194	1.0	0.000108695650187	0.00143079611915	0.000191657919286	0.000242533028076
k__Bacteria;p__Spirochaetes;c__Spirochaetes	2.49151392397	0.476826659655	0.99041495194	1.0	0.0	0.0	3.38150754862e-06	2.26450243303e-05
k__Bacteria;p__Acidobacteria;c__DA052	2.26232929243	0.519776002051	0.99041495194	1.0	0.0	0.0	9.30548270062e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	1.89111524284	0.595310689472	0.99041495194	1.0	0.00105542632427	0.0	0.000424431528668	0.000735657350056
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1.8531111287	0.603446113744	0.99041495194	1.0	0.0338461602253	0.00423499461294	0.0301266276008	0.0357464988451
k__Bacteria;p__Tenericutes;c__RF3	1.76774762396	0.621978435799	0.99041495194	1.0	0.000657254613285	0.000145912465391	0.000487171266992	0.000939016288968
k__Bacteria;p__TM7;c__TM7-3	1.64718384829	0.648739142992	0.99041495194	1.0	1.14737378888e-05	7.14430386439e-07	4.71774237954e-06	7.59914511842e-07
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	1.64290302243	0.649701441073	0.99041495194	1.0	0.0	0.0	6.74076651582e-06	1.56941129499e-07
k__Bacteria;p__SR1;c__	1.56383887031	0.667616618359	0.99041495194	1.0	8.79653238144e-05	2.33107296958e-06	2.18386386014e-06	1.50550235483e-06
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	1.46301701793	0.690831904002	0.99041495194	1.0	0.0	0.0	5.34353215281e-06	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	1.46301701793	0.690831904002	0.99041495194	1.0	0.0	0.0	0.000182228645868	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	1.43516912161	0.697311993922	0.99041495194	1.0	0.0	0.0	1.17873475485e-05	4.72615844244e-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	1.25595485251	0.739617634129	0.99041495194	1.0	0.000199983287429	0.000153898836772	0.000210462273871	0.000537103043727
k__Bacteria;p__Cyanobacteria;c__Chloroplast	1.22108774681	0.747951168937	0.99041495194	1.0	9.6243958962e-05	0.000213685583988	0.000264316664774	0.000107590791755
k__Bacteria;p__Firmicutes;c__Bacilli	1.21532363062	0.749331467075	0.99041495194	1.0	0.0306001007586	0.0234074301087	0.0243366563835	0.0274119349661
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	1.09346992236	0.778650699742	0.99041495194	1.0	0.0	0.0	7.10465370335e-06	1.54240059228e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.822860061547	0.843991755663	0.99041495194	1.0	0.393526947039	0.365068775337	0.404213689183	0.40666683447
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.791111153841	0.851591925646	0.99041495194	1.0	0.0	0.0	8.38290250479e-07	2.57328722003e-07
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.727099655705	0.86681207662	0.99041495194	1.0	7.45408655387e-07	0.0	2.20587412604e-06	7.84705647495e-07
