OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Elusimicrobia	8.84217861453	0.031464493061	0.28733938749	0.597825368159	2.81752658702e-05	0.0	1.31451454732e-05	0.0
k__Bacteria;p__Actinobacteria	8.20874839792	0.0418888709025	0.28733938749	0.795888547148	0.015140012256	0.00752376224823	0.0223154091305	0.0264287963062
k__Bacteria;p__Cyanobacteria	8.03129322208	0.0453693769721	0.28733938749	0.86201816247	0.0012581007393	0.00392383570368	0.00143234876992	0.000695622216983
k__Bacteria;p__Chloroflexi	5.90282158164	0.116435083598	0.553066647089	1.0	7.57713132673e-06	0.0	1.41378125993e-06	0.0
k__Bacteria;p__Verrucomicrobia	4.51137563347	0.211277848459	0.761210860597	1.0	0.0241184653798	0.0139534159446	0.0171315772751	0.0197513543263
k__Bacteria;p__Acidobacteria	4.03412180487	0.257803086394	0.761210860597	1.0	0.0	0.0	3.30111021368e-06	4.95238705661e-06
k__Bacteria;p__SR1	3.73922785761	0.291034524282	0.761210860597	1.0	3.80100082891e-06	0.0	4.58900392699e-06	2.9151027384e-06
k__Bacteria;p__Fusobacteria	3.50194586716	0.320509836041	0.761210860597	1.0	0.00145552987547	0.00018510699621	0.00134755894462	0.000314906690601
k__Bacteria;p__Synergistetes	2.90526709915	0.406462920761	0.858088388273	1.0	4.53480781894e-05	0.0	7.40389887469e-05	2.67594708848e-05
k__Archaea;p__Euryarchaeota	2.21838455842	0.5283362705	0.99041495194	1.0	0.000285554049698	0.00020701079805	0.000209816651938	7.04576735277e-05
k__Bacteria;p__Proteobacteria	1.64591463741	0.649024367988	0.99041495194	1.0	0.0428845873801	0.101593733916	0.0524812370876	0.0531813953723
k__Bacteria;p__Lentisphaerae	1.34568155357	0.71831516875	0.99041495194	1.0	0.000271414855151	0.00146312744545	0.000217489077167	0.000136967963246
k__Bacteria;p__Spirochaetes	1.29649907597	0.729964572862	0.99041495194	1.0	1.36746738432e-06	0.0	6.9862872186e-06	0.0
k__Bacteria;p__Tenericutes	0.832303772848	0.841725807484	0.99041495194	1.0	0.0049200269399	0.00641605540425	0.00637389482062	0.0065843754001
k__Bacteria;p__Bacteroidetes	0.661105905084	0.882311811274	0.99041495194	1.0	0.419811889017	0.383948782652	0.405527553179	0.390242128426
k__Bacteria;p__[Thermi]	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	1.33860515537e-06	0.0
k__Bacteria;p__TM7	0.477808976159	0.923738924292	0.99041495194	1.0	2.52722411876e-06	1.61253043651e-05	4.02711490821e-06	2.49451318053e-05
k__Bacteria;p__Firmicutes	0.245456985476	0.969937382395	0.99041495194	1.0	0.48976562334	0.480769043587	0.492852322211	0.502534423532
k__Bacteria;p__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
