OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	13.8044104121	0.00318384150052	0.276994210545	0.276994210545	0.0	1.06237072276e-06	1.14097078051e-07	0.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales]	11.4643514064	0.00946255274794	0.411621044535	0.823242089071	2.14936152022e-05	1.66272231983e-05	9.73788022919e-07	4.21243172852e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	9.7419862625	0.0208916090721	0.540206373787	1.0	0.0	2.16278566794e-05	1.17863088022e-06	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	9.02050762114	0.0290194654604	0.540206373787	1.0	0.0	0.000145544789018	1.55536286002e-06	1.76708491208e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	8.87169316724	0.0310463433211	0.540206373787	1.0	2.21874756623e-06	0.0	5.27716702755e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	8.09227518397	0.0441426575636	0.601777275407	1.0	0.00527610596298	0.000364034471961	0.00141812244499	0.00106457318989
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	7.88639509546	0.0484188612396	0.601777275407	1.0	0.000164971867367	4.25102421816e-06	0.000336008707232	0.00235236850581
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	6.75536405483	0.0801176995856	0.871279982994	1.0	0.00203084462311	0.00614862043773	0.00305398730544	0.00386100487147
k__Bacteria;p__TM7;c__TM7-3;o__	6.35120170887	0.0957191186269	0.882739784403	1.0	0.0	1.03001606739e-05	3.40855543819e-06	1.49865109406e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	6.00688701913	0.111275636978	0.882739784403	1.0	1.36156307441e-06	0.0	8.39995953787e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	5.99998864917	0.111610777338	0.882739784403	1.0	0.00223361170512	0.00950519561438	0.00389272824138	0.00581806668919
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	5.24917016609	0.154434875657	0.99041495194	1.0	0.0135124800913	0.00668404318009	0.0119676446479	0.0119824315149
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	5.03531510917	0.169229387999	0.99041495194	1.0	0.004476290282	0.00110727823796	0.0045004378638	0.00636012027254
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	4.68871351504	0.196062591367	0.99041495194	1.0	8.57184491818e-07	7.49226423718e-06	1.19956709856e-06	1.43017155395e-06
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	4.56191029556	0.206834062545	0.99041495194	1.0	0.000324343971861	2.55589658911e-05	6.43861675096e-05	5.21395188472e-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	4.53598558077	0.20910282799	0.99041495194	1.0	8.10444447577e-05	2.52026741664e-05	0.000225953979586	0.000194980340555
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	4.03295294053	0.257927723028	0.99041495194	1.0	7.71466042636e-06	5.31185361381e-06	1.99741631236e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	3.96246937497	0.265545381782	0.99041495194	1.0	0.000320423800674	0.000263762825581	0.00088185386508	0.00106918467968
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	3.82107300656	0.281444483292	0.99041495194	1.0	0.0107697476119	0.00794843962524	0.00787076368136	0.0110510858988
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	3.69578802266	0.296242643518	0.99041495194	1.0	0.0	0.0	1.62860569131e-06	5.17862814688e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	3.69036841101	0.296898231211	0.99041495194	1.0	0.0061554341134	0.0167726444391	0.0105270737322	0.0118784901814
