OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Elusimicrobia	15.607744649	0.00136449889023	0.0259254789143	0.0259254789143	0.000119006215041	0.0	6.68344496629e-06	0.0
k__Bacteria;p__Fusobacteria	6.85540934938	0.0766519818763	0.699697417892	1.0	0.00026628059927	0.000404844740662	0.00141675304256	0.000752859297959
k__Bacteria;p__Actinobacteria	6.02337422186	0.110478539667	0.699697417892	1.0	0.0202156818099	0.0397594356965	0.0217736228898	0.0211441180432
k__Bacteria;p__Tenericutes	4.9426018678	0.176048690235	0.783812503595	1.0	0.00579135610224	0.00557877854046	0.00614102886293	0.0125914787139
k__Bacteria;p__Verrucomicrobia	4.56843753232	0.206266448315	0.783812503595	1.0	0.00852498297168	0.0147996672181	0.0185810311732	0.00808245468645
k__Bacteria;p__Chloroflexi	4.04309696308	0.256847884048	0.798038827878	1.0	0.0	0.0	1.88490670892e-06	2.27041557687e-06
k__Bacteria;p__Lentisphaerae	3.67304848776	0.29900205041	0.798038827878	1.0	0.000150985520017	0.000714350791604	0.0002333455482	0.000156357782794
k__Bacteria;p__Acidobacteria	3.10065400429	0.376365156956	0.798038827878	1.0	9.40630241074e-07	4.01589222416e-06	3.34012093394e-06	0.0
k__Bacteria;p__Spirochaetes	3.08189168031	0.379170618971	0.798038827878	1.0	1.60476139124e-06	4.58995625772e-06	6.9211689454e-06	0.0
k__Bacteria;p__TM7	2.82120895429	0.420020435725	0.798038827878	1.0	2.70974284126e-06	0.0	4.46868284428e-06	1.54139905147e-05
k__Bacteria;p__Proteobacteria	2.43563526888	0.487035602512	0.84124331343	1.0	0.0473353997159	0.102033393615	0.0517195837412	0.0679051285579
k__Bacteria;p__Bacteroidetes	1.69880453716	0.637199607129	0.974493035078	1.0	0.425704133956	0.376338042039	0.405456874093	0.381265158227
k__Bacteria;p__SR1	1.2993716504	0.729282289528	0.974493035078	1.0	5.79269476211e-07	0.0	4.90539128379e-06	0.0
k__Bacteria;p__Cyanobacteria	0.928675761964	0.818502748516	0.974493035078	1.0	0.00120423651547	0.000682533000642	0.00142763209906	0.00212025758692
k__Archaea;p__Euryarchaeota	0.819235960275	0.844860728465	0.974493035078	1.0	0.000271023298491	0.000295599466462	0.000208223743092	0.000127146367044
k__Bacteria;p__[Thermi]	0.559427372426	0.905654399194	0.974493035078	1.0	0.0	0.0	1.33860515537e-06	0.0
k__Bacteria;p__Firmicutes	0.547630157392	0.908309363669	0.974493035078	1.0	0.490390037025	0.45925378116	0.492939423495	0.505696740257
k__Bacteria;p__Synergistetes	0.480270915091	0.923203927968	0.974493035078	1.0	2.10418669372e-05	0.0001309678827	7.09861753504e-05	0.000140616073225
k__Bacteria;p__Gemmatimonadetes	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
