OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	14.6249999997	0.00216684339855	0.188515375674	0.188515375674	0.0	0.0	0.0	2.7450376275e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	10.1296782273	0.0174953839152	0.761049200311	1.0	0.000296289384892	1.53074657572e-05	5.70587803378e-06	5.91014685533e-06
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	6.45621589948	0.0914053262908	0.99041495194	1.0	0.00244881886284	5.1948332422e-05	0.00132269017513	0.000927563740421
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	6.00688701913	0.111275636978	0.99041495194	1.0	1.61278356767e-05	0.0	3.37199041682e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	5.91491935615	0.115823757008	0.99041495194	1.0	0.00787375029754	0.0136687284934	0.0136824828325	0.00808641778185
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	4.8606134805	0.182292905066	0.99041495194	1.0	0.000652420976064	0.0	0.000525450830864	0.000424514994854
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20	4.81974936664	0.185481908892	0.99041495194	1.0	2.81619537637e-06	0.0	1.36727129941e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	4.8139913666	0.185935426527	0.99041495194	1.0	8.97233518101e-05	5.53531146028e-05	0.000150766809359	5.33601739061e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	4.7050414794	0.194714145941	0.99041495194	1.0	7.49027257918e-06	0.0	0.000427184251981	0.00186308844332
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	4.51987313324	0.210524484357	0.99041495194	1.0	0.00119771402493	0.00057020272678	0.000876229349093	0.000734117284937
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	4.49499128427	0.212737488717	0.99041495194	1.0	0.0281591029289	0.0420171064959	0.0145411330335	0.00296750546967
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	4.3274377358	0.228208639205	0.99041495194	1.0	6.3795382897e-06	0.0	1.34826516316e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	4.29834908693	0.230997885853	0.99041495194	1.0	0.000598472376685	0.000431132822979	0.00125141298244	0.00071339594863
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	4.10755536479	0.250081862256	0.99041495194	1.0	0.00394590576231	0.00220485347958	0.00290677001843	0.00206363022225
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	4.0196195049	0.259353356448	0.99041495194	1.0	0.0	0.0	6.48038800548e-07	0.000270858161408
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	4.01199317853	0.260171992152	0.99041495194	1.0	0.0	0.0	9.59232443744e-06	5.20251570058e-06
k__Bacteria;p__SR1;c__;o__	3.98776839065	0.262787955514	0.99041495194	1.0	6.15344799409e-06	0.0	4.76254418445e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	3.9734129311	0.264349401808	0.99041495194	1.0	0.00729198453102	0.00415776408231	0.0117872331253	0.0175070794403
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	3.82286465091	0.281237766641	0.99041495194	1.0	0.0103527303411	0.0195449024472	0.0138024178741	0.0109994081146
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	3.60202030699	0.307769480316	0.99041495194	1.0	3.42873796727e-06	0.0	5.67782796214e-07	2.61817435991e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	3.34695370686	0.341160846339	0.99041495194	1.0	0.0	0.0	4.29274351759e-06	6.98340628109e-07
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	3.30319936903	0.347197600311	0.99041495194	1.0	6.28756041973e-05	7.34267886373e-06	0.000352810481239	0.000301145367477
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	3.25868832676	0.353433971992	0.99041495194	1.0	8.57184491818e-07	0.0	3.75570590491e-05	0.00203326178487
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	3.2498478637	0.354684105824	0.99041495194	1.0	8.57184491818e-07	0.0	9.04085523933e-05	4.89781124952e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	3.21785607102	0.359240150792	0.99041495194	1.0	8.57184491818e-07	0.0	5.28593106529e-06	4.49280898481e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	3.01350025152	0.389548382917	0.99041495194	1.0	1.40181675451e-05	0.0	7.09947684372e-06	4.40930804112e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	2.92829287525	0.402813651371	0.99041495194	1.0	4.47355810209e-05	2.55728314239e-06	0.000962134849568	0.000592090288446
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	2.65557131105	0.447830359595	0.99041495194	1.0	3.62623630748e-05	3.02489945657e-05	0.000191071446998	0.000116742120032
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	2.51360184943	0.472837939109	0.99041495194	1.0	0.00962317622382	0.00793603098757	0.0104199109884	0.0132322382594
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	2.24639291979	0.522868311111	0.99041495194	1.0	0.0	0.0	4.90144260169e-05	3.94009790355e-07
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	2.16625491599	0.538625647897	0.99041495194	1.0	5.83812664872e-06	0.0	0.000492751791153	0.000216595970708
