OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter	38.5215915024	2.19179271836e-08	1.03014257763e-05	1.03014257763e-05	0.0	2.85772154576e-06	1.75273985007e-08	4.79739626964e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Wolbachia	36.1621621621	6.9199110371e-08	1.62617909372e-05	3.25235818744e-05	2.22686264408e-05	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	19.7092267491	0.000194998382481	0.0303176293747	0.0916492397663	0.0	4.64806048056e-06	1.28975730876e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	19.1215665743	0.000258022377657	0.0303176293747	0.121270517499	0.0	0.0	2.23187694407e-06	1.68822842349e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	17.1280618355	0.000665148591468	0.062523967598	0.31261983799	0.0	3.57215193219e-07	2.27901210272e-06	6.4863529728e-08
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__	15.008988504	0.00180898375848	0.141703727748	0.850222366487	3.00069477625e-05	0.0	3.23298315276e-07	2.04271730427e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__	14.6249999997	0.00216684339855	0.14548805676	1.0	0.0	0.0	0.0	0.000202090008586
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	13.9671284971	0.00295023967022	0.160579714057	1.0	1.85880516004e-05	7.14430386439e-07	1.76288153043e-05	0.000170729677051
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea	13.8787478429	0.00307493069471	0.160579714057	1.0	6.67681018948e-05	0.0	1.24524692592e-06	3.45542501728e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	13.4306190632	0.00379214200443	0.178230674208	1.0	1.12767906602e-05	1.87358856902e-05	0.00225958655224	0.00140961425961
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Rahnella	13.1079732201	0.00440883105719	0.187090027634	1.0	5.06105146381e-06	0.0	1.38306357895e-06	0.000103982311484
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Arthrospira	12.7855617726	0.00512405340835	0.187090027634	1.0	0.0	0.0	5.73407231162e-07	3.04105172862e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	12.7643963056	0.00517483055159	0.187090027634	1.0	0.0	0.0	8.24227418505e-06	0.000103672175045
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	12.1841904472	0.00677811245262	0.217316877875	1.0	2.8105616908e-05	0.0	1.1783837827e-05	2.22410632937e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	12.1347154475	0.00693564503857	0.217316877875	1.0	0.0	0.0	1.41313409264e-05	0.000139488917082
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter	10.8511376992	0.0125586756336	0.368911096737	1.0	0.0	1.28597469559e-05	1.42943932407e-06	2.43661428056e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	9.72101021146	0.0210927762943	0.474120780427	1.0	0.0	0.000297202797203	4.17323415848e-06	1.4896511825e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	9.67433910632	0.0215472161118	0.474120780427	1.0	0.000116259984681	0.0	7.41806927052e-05	0.00102103628554
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	9.58666908585	0.0224269989075	0.474120780427	1.0	0.0	9.56184328022e-06	8.02270874515e-05	9.9729913061e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas	9.56111392209	0.0226900203556	0.474120780427	1.0	0.0	0.0	5.70421049407e-07	0.000102020977724
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia	9.54480362245	0.0228594710118	0.474120780427	1.0	0.0	0.0	1.06295720744e-06	4.76177446631e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	9.54480362245	0.0228594710118	0.474120780427	1.0	0.0	0.0	3.53231926254e-07	1.12779981177e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	9.51222563838	0.0232016552124	0.474120780427	1.0	0.0	0.0	2.75310012267e-07	2.32941051642e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium	9.40207403383	0.0243962749932	0.477760385284	1.0	0.0	1.8409256174e-05	1.5524540491e-05	3.57394161471e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Prauseria	9.1957369921	0.0267985374056	0.503812503225	1.0	0.000877554298545	0.0	0.000298664676984	0.0020694186382
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	8.47247025897	0.0371926403108	0.672328497926	1.0	0.0871386332164	0.0560608007468	0.0762582895346	0.0647591143173
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus	8.31166691091	0.039991058143	0.696140641749	1.0	0.0	0.0	1.11991821577e-05	1.02635703835e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma	7.9843907089	0.0463354066063	0.758934562325	1.0	0.0	2.32403024028e-06	1.73773722976e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	7.96084563821	0.0468278772499	0.758934562325	1.0	1.21034603793e-05	4.35208356e-06	0.00133446057605	0.0041743249618
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia	7.6867403394	0.0529495276777	0.829542600284	1.0	0.0	3.02123931237e-05	3.09006652952e-05	0.000492586430761
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Raphanus	7.46287306573	0.0585201147555	0.86839675739	1.0	1.57292769676e-06	0.0	1.29150660256e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	7.43982674156	0.0591248856096	0.86839675739	1.0	6.8388226283e-06	2.02905447953e-05	5.32994150724e-06	1.32496318901e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	7.30027008157	0.0629186704602	0.896114397463	1.0	2.25607177167e-05	0.00216308760045	0.00214776576822	0.00379906514416
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	7.09411137917	0.0689578543109	0.953240927239	1.0	0.0	7.46946854731e-05	1.03411323058e-06	6.48787676967e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	6.97240285922	0.0727826083864	0.977366455475	1.0	3.37035031715e-05	0.0	4.1288189842e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	6.90443001854	0.0750071069177	0.979259451425	1.0	0.000182229679058	2.79285740764e-05	0.000439538262349	0.000574633442602
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	6.71152004801	0.0816837164108	0.996327215509	1.0	4.50121882313e-05	1.91130089932e-05	1.73661533639e-05	2.81530867437e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	6.61368582827	0.0852852402877	0.996327215509	1.0	0.0	3.57215193219e-07	7.42840406522e-06	2.6577253698e-07
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5	6.53723425759	0.0882055864304	0.996327215509	1.0	0.0	0.0	9.40394337448e-06	0.000324512544125
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	6.51988458745	0.0888815950217	0.996327215509	1.0	1.29254074735e-05	1.8409256174e-05	0.000354432174698	0.000145701232415
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	6.08304855015	0.107638903356	0.996327215509	1.0	6.8388226283e-06	9.204628087e-06	0.000357883222118	0.000139416672917
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	6.06075327014	0.108691568521	0.996327215509	1.0	0.000232771181353	0.0	0.000104672586373	0.000221273138412
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella	5.9687715635	0.113139480594	0.996327215509	1.0	1.15185079386e-06	0.0	5.10438074457e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__	5.95855404834	0.113644164288	0.996327215509	1.0	5.6819803713e-05	0.0	5.84930564141e-05	0.000164565981103
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Thalassobacillus	5.95646706688	0.11374751277	0.996327215509	1.0	0.0	0.0	3.87740069678e-07	1.41287643348e-05
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__	5.95322333604	0.113908322357	0.996327215509	1.0	7.54228582548e-07	3.56794653515e-05	3.95832233671e-06	3.19220330616e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter	5.9349783888	0.114816878182	0.996327215509	1.0	0.0	0.0	8.78224245062e-08	5.2627915717e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga	5.91353035602	0.115893790159	0.996327215509	1.0	0.0	0.0	2.58939772199e-06	2.96184484936e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	5.88782430119	0.117197204566	0.996327215509	1.0	8.18634811496e-06	0.0	6.33464745265e-06	1.18898827746e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	5.82217672239	0.120589606549	0.996327215509	1.0	5.03837945542e-05	0.0	6.77611709149e-05	4.69120615994e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	5.77748642668	0.122952364383	0.996327215509	1.0	5.2417577291e-07	1.07164557966e-06	4.53324456578e-05	5.43885423675e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	5.65871568531	0.129447902275	0.996327215509	1.0	4.67487086336e-05	4.57075383392e-05	0.000804127282938	0.00087863086297
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	5.60610004788	0.132428599095	0.996327215509	1.0	0.000634940627981	3.6818512348e-05	0.00120048011832	0.00118362222763
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__	5.5661263264	0.134736594056	0.996327215509	1.0	6.15649818383e-05	3.57215193219e-07	0.000134426411867	0.000132970242025
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__	5.52126581949	0.137372204168	0.996327215509	1.0	0.0	3.57215193219e-07	0.000244325334525	0.00135882228924
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Nocardiopsis	5.51489001464	0.137750737138	0.996327215509	1.0	0.00207509584912	0.0	1.66321952701e-06	0.00057591160988
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	5.46961123176	0.140467542363	0.996327215509	1.0	0.00475815899196	0.0185205005056	0.00368148863105	0.00518493262923
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	5.4016596237	0.144640214142	0.996327215509	1.0	1.09924053471e-06	1.42886077288e-06	0.000184560076837	4.35751633173e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	5.39932458362	0.144785665952	0.996327215509	1.0	0.0	3.57215193219e-07	4.01680558777e-05	0.000192297223481
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115	5.2995159257	0.15113380503	0.996327215509	1.0	0.000140427267731	7.1156848909e-05	0.000136486376939	0.000110582225548
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	5.10097798199	0.164550619719	0.996327215509	1.0	4.73836386074e-05	8.93037983049e-06	2.97576237999e-05	0.000181899312481
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus	5.09129472446	0.165232864717	0.996327215509	1.0	0.0	2.32403024028e-06	1.93371383262e-06	4.00229739731e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	5.07133813076	0.166647328337	0.996327215509	1.0	0.0261158932494	0.0194188061189	0.025806218353	0.0261226042558
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	4.97370917943	0.173732441155	0.996327215509	1.0	0.00206253702867	0.00151983603741	0.00272296254667	0.0054448075646
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylobacillus	4.89866005824	0.179369941918	0.996327215509	1.0	0.0	5.1678251208e-05	3.42413011258e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella	4.89318534759	0.179787822779	0.996327215509	1.0	0.0	0.0	1.10286212259e-07	0.000272148523944
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	4.88832038842	0.180159926225	0.996327215509	1.0	1.09924053471e-06	1.74825174825e-05	5.01523051157e-06	7.74007382461e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	4.84810921589	0.18326324406	0.996327215509	1.0	0.0	0.0	3.52456469747e-05	6.72886673347e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia	4.80104462743	0.186958936468	0.996327215509	1.0	2.70717672185e-05	9.204628087e-06	5.77445210377e-05	7.98566800889e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter	4.77631797248	0.188928345655	0.996327215509	1.0	0.000124603689779	0.0	0.000101985710123	5.32751003088e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	4.76431412747	0.189891383609	0.996327215509	1.0	0.00789103622746	0.0073203748943	0.00702905791317	0.00427509500721
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	4.75005923828	0.191040964505	0.996327215509	1.0	0.00842137341161	0.00612626783869	0.0120696916389	0.00810387225827
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	4.71189686275	0.194150572265	0.996327215509	1.0	0.0	0.0	1.21994122972e-05	1.2802290092e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	4.70318303769	0.194867188726	0.996327215509	1.0	0.000642876119635	0.0	0.000288616146792	0.00278104799644
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__	4.67116303652	0.197521688286	0.996327215509	1.0	0.0	0.0	3.93627512427e-05	7.55908559124e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	4.66045516501	0.198416866284	0.996327215509	1.0	2.36665783391e-06	3.13222610802e-05	0.000322654826807	0.000296416345833
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	4.5715192948	0.205998957963	0.996327215509	1.0	0.00056934867845	0.00473233813026	0.000147175627141	2.48929955269e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__	4.54551563744	0.208266150438	0.996327215509	1.0	5.8072683771e-06	0.0	1.3348730343e-05	2.28718179845e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	4.52552763395	0.210024551822	0.996327215509	1.0	0.0	0.0	0.000141528456839	5.92126396807e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	4.45870929259	0.216003027005	0.996327215509	1.0	0.00065550161893	0.00011184654582	0.00239692588876	0.0119203068733
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	4.4330847975	0.218337195969	0.996327215509	1.0	0.00111718118214	0.00048053860647	0.00073699738113	0.00016184741143
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	4.39299582976	0.222035715877	0.996327215509	1.0	0.000308040958498	4.33378588955e-05	0.00131772189518	0.00048087157416
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	4.37311482222	0.223891252115	0.996327215509	1.0	0.0212270329149	0.0386484662327	0.0223397245819	0.0234907688152
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	4.37082900789	0.224105505687	0.996327215509	1.0	2.04424983186e-06	0.0	5.09561555841e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	4.36723925122	0.224442361555	0.996327215509	1.0	0.0	0.0	0.000755049315056	0.0011201421243
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	4.35259204518	0.225821667857	0.996327215509	1.0	0.00320713711237	0.0	0.000409907911694	0.000106319815774
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	4.26632850251	0.234104476259	0.996327215509	1.0	0.307552087291	0.237690865682	0.29060283056	0.249790825689
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	4.20377250626	0.240284457132	0.996327215509	1.0	0.000284700280463	0.0	0.00374876145166	4.6328793606e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	4.14846252222	0.245872683321	0.996327215509	1.0	7.51667796325e-05	0.000144877908413	0.000194145862012	0.000150463879602
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	4.14344236864	0.246385730314	0.996327215509	1.0	0.00353677810747	0.0	0.00169441830673	0.00219158113501
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__Candidatus Xiphinematobacter	4.14106646089	0.246628882914	0.996327215509	1.0	0.0	0.0	4.99437711484e-07	8.47903778806e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio	4.12231332396	0.248555802169	0.996327215509	1.0	0.000417591656474	0.0	0.000780972736616	0.000395477182682
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__	4.0196195049	0.259353356448	0.996327215509	1.0	0.0	0.0	7.70673969727e-07	6.43885925298e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	4.00445199834	0.260983795683	0.996327215509	1.0	8.95344801184e-06	2.78218986089e-05	8.90462421375e-06	7.31108042968e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	3.96386612398	0.26539246374	0.996327215509	1.0	0.00466602876629	0.00857800932577	0.00557791037642	0.00635698828802
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__DA101	3.93917960912	0.268106970921	0.996327215509	1.0	5.2417577291e-07	0.0	1.48068903398e-06	3.20311012346e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Sarcandra	3.9363419522	0.268420603193	0.996327215509	1.0	1.36717641839e-06	0.000118210184486	2.19676518986e-05	2.82006437315e-06
