OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Pectinatus	104.769230769	1.4648562569e-22	6.88482440745e-20	6.88482440745e-20	0.0	0.000217977399185	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Georgfuchsia	36.1621621621	6.9199110371e-08	1.08411939581e-05	3.25235818744e-05	0.0	0.0	0.0	1.91593689999e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Thauera	36.1621621621	6.9199110371e-08	1.08411939581e-05	3.25235818744e-05	0.0	0.0	0.0	0.000109482108571
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	20.6779884503	0.000122795318234	0.0144284498925	0.05771379957	1.3639684603e-05	2.82518591308e-05	2.12552890446e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	19.7092267491	0.000194998382481	0.0183298479533	0.0916492397663	0.0	1.1472494694e-05	8.87978764556e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Helcococcus	18.9390890566	0.00028144274845	0.0198669120385	0.132278091772	2.49072501447e-05	0.0	5.15560535996e-06	8.73441901509e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	18.8339142029	0.000295890179296	0.0198669120385	0.139068384269	9.63957617203e-06	0.0	1.47847223575e-05	0.000366888520719
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus	18.2011079744	0.000399775706558	0.0207933528341	0.187894582082	1.30807020417e-06	0.0	3.09961372332e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	18.1990661899	0.000400163730042	0.0207933528341	0.18807695312	0.0	0.0	7.19811050812e-06	6.77695032216e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	17.9877694218	0.000442411762428	0.0207933528341	0.207933528341	5.13264594521e-05	0.0	4.58858173813e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea	17.6231926788	0.000525990637846	0.0224741454352	0.247215599788	3.65079399112e-05	0.0	2.45175120969e-06	2.17851155164e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__	17.1755812676	0.000650341331741	0.024104205139	0.305660425918	0.0	0.0	5.90099957917e-09	1.23167372142e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	17.1231058647	0.000666712057036	0.024104205139	0.313354666807	0.0	0.0	1.93121700274e-06	1.36852635713e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	16.6174879954	0.000847001487827	0.0284350499485	0.398090699279	1.75966307394e-06	0.0	8.30922372782e-05	8.9566196168e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	14.6249999997	0.00216684339855	0.0599068469012	1.0	3.41019097069e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__	14.6249999997	0.00216684339855	0.0599068469012	1.0	0.000202090008586	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__RFP12;g__	14.6249999997	0.00216684339855	0.0599068469012	1.0	1.19029906264e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	14.3453938883	0.00247079293739	0.0645151489207	1.0	1.03470397119e-05	2.03338823482e-06	2.30406306095e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	12.8067449832	0.00507372723973	0.125507989614	1.0	4.08239644539e-05	0.0	5.45939963637e-07	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	12.0982185447	0.00705416778055	0.160470275905	1.0	1.05996160395e-06	5.30686974288e-06	1.68792485818e-06	1.54306258306e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__GW-34	11.9659228512	0.0075008107202	0.160470275905	1.0	0.0	2.03338823482e-06	1.03274729265e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	11.9628889167	0.00751137461682	0.160470275905	1.0	2.62723194697e-06	1.86074206394e-05	4.46968134234e-06	6.74455473062e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma	10.6284508952	0.0139143844729	0.284337421837	1.0	2.87069252586e-07	3.00903915362e-06	6.53838958937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia	10.397070174	0.0154756349514	0.303064517798	1.0	5.23549245042e-07	4.94972711117e-06	4.53894944035e-06	4.93121005468e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	9.64184522659	0.0218692732849	0.411142337757	1.0	6.70987954647e-06	0.0	1.91795943186e-06	1.13425495329e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	9.20279215727	0.0267126955576	0.482883342771	1.0	0.000183066379063	0.0	1.75508283681e-05	5.99532175859e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	8.96665159957	0.0297375733005	0.51765405375	1.0	3.25704009771e-06	0.0	3.36051254164e-06	4.62811963556e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	8.8857298978	0.0308493897004	0.517829041399	1.0	0.0	0.0	5.46732159735e-06	6.63213727979e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	8.50527169724	0.0366457544937	0.593913952139	1.0	6.35446077987e-05	0.0	2.20669184391e-05	7.45408655387e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	8.27956469081	0.0405738357236	0.63565675967	1.0	2.32956875023e-07	1.84849033794e-06	4.04530930677e-07	0.0
