OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	14.5142689633	0.00228250665679	0.113402636471	0.198578079141	1.26421531104e-06	7.73165533526e-06	1.54302828788e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	13.8044104121	0.00318384150052	0.113402636471	0.276994210545	0.0	1.06237072276e-06	1.14097078051e-07	0.0
k__Bacteria;p__SR1;c__;o__	13.3648829718	0.0039104357404	0.113402636471	0.340207909414	0.0	0.0	2.03932800218e-06	4.08669999234e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	12.1612699316	0.00685064879285	0.12178020901	0.596006444978	3.1605382776e-06	1.06626519529e-05	2.0606428014e-06	2.35579251687e-07
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales]	12.1151727533	0.00699886258676	0.12178020901	0.608901045048	2.30267544729e-05	0.0	1.40234238078e-06	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	10.7325489491	0.013263585604	0.192321991258	1.0	0.00313845905737	0.00330260921081	0.0029492741132	0.00528767112934
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	9.25241767114	0.0261164581414	0.294626268161	1.0	0.0	3.05480627946e-06	1.49451831648e-06	3.95812053115e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	9.07907852914	0.028257762489	0.294626268161	1.0	0.00416491867773	0.000131990790122	0.00446067706139	0.00719402480391
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	8.91239689451	0.0304785794649	0.294626268161	1.0	0.00506982450969	0.000201927011455	0.00943247607061	0.0109128416874
k__Bacteria;p__Firmicutes;c__Clostridia;o__	8.58096069654	0.035413624957	0.308098537126	1.0	9.92910618186e-06	6.33567953972e-05	7.7372226014e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	8.05240835744	0.0449409096412	0.312609162235	1.0	0.011974647527	0.0245966571976	0.0102578591535	0.0107608670073
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	7.98482530104	0.0463263642185	0.312609162235	1.0	0.000218502859868	0.000606247803165	0.000206287751039	0.000112523476614
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	7.7927734551	0.0504943367984	0.312609162235	1.0	0.0123740656577	0.00386533874894	0.00545651276781	0.00551876322408
