OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	21.9203306328	6.77689136905e-05	0.0318513894346	0.0318513894346	0.0	0.0	4.72023364162e-07	2.38555707492e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	19.7683048197	0.000189580968989	0.0445515277125	0.089103055425	0.0	2.01348227733e-05	1.47235455105e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	17.675814255	0.000513021525608	0.0803733723452	0.241120117036	1.26317118173e-05	1.66138170371e-05	7.16672092194e-06	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__R4-45B;g__	16.1973153944	0.00103309610113	0.121388791883	0.48555516753	0.0	5.31236719082e-06	1.37011191828e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	14.726785672	0.00206565991979	0.16973606622	0.970860162301	0.00219454184133	0.0152394221979	0.0040566228389	0.000481602025135
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12;g__	14.6249999997	0.00216684339855	0.16973606622	1.0	7.64627320644e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	13.8455125273	0.0031231594203	0.209697846791	1.0	0.00339875531266	0.00315599579138	0.00434773300283	0.00624120918797
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	13.3439204151	0.00394892120465	0.231999120773	1.0	7.78277951074e-07	0.000125860719767	0.000397647031578	0.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae;g__Brachyspira	11.979668063	0.00745313464591	0.355379285078	1.0	8.07694219395e-06	0.0	8.46533569249e-07	2.23987703322e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella	11.7993663256	0.00810302113955	0.355379285078	1.0	9.6630316997e-07	8.05392910932e-06	5.25867695556e-06	5.15233075111e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	11.7430147393	0.0083173875231	0.355379285078	1.0	5.94059508975e-06	0.000187533365943	0.000330798140586	0.000366092132383
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__	10.8852970073	0.0123625659049	0.484200497943	1.0	0.0	0.0	1.04285868229e-06	1.0808649081e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	10.3073964553	0.0161260077668	0.583017203878	1.0	3.22372662798e-05	0.0	1.09325736408e-06	2.12426526975e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	9.98656801791	0.0186806579786	0.627136374997	1.0	0.00218344697304	0.00380260460374	0.00151264164829	0.00150697858703
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	9.03349701958	0.0288488246839	0.872795507258	1.0	0.000120944281909	0.000706242342673	0.00155337323325	0.00990393814422
