OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Asian or Pacific Islander_mean	African American_mean	Caucasian_mean	Hispanic_mean
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	29.2712882095	1.9639184604e-06	9.03402491784e-05	9.03402491784e-05	1.17843489118e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	14.6249999997	0.00216684339855	0.0249186990834	0.0996747963335	6.83013455365e-06	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	14.6249999997	0.00216684339855	0.0249186990834	0.0996747963335	2.7450376275e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	14.6249999997	0.00216684339855	0.0249186990834	0.0996747963335	1.19029906264e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	11.4292922299	0.00961722521384	0.0884784719673	0.442392359837	3.71968457075e-06	0.0	4.78481677599e-05	3.10811373839e-05
k__Bacteria;p__Synergistetes;c__Synergistia	10.3295032984	0.0159632195879	0.122384683507	0.734308101044	1.13942908023e-05	5.85136785745e-06	7.23533524867e-05	0.000161813459041
k__Bacteria;p__SR1;c__	7.79007694523	0.0505553795457	0.332221065586	1.0	0.0	0.0	4.7379744232e-06	6.97487487716e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast	6.56843476218	0.0870023269102	0.500263379733	1.0	0.000248638267786	5.0638079838e-05	0.000230906548104	0.000935048120717
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	5.4736008826	0.140226130699	0.716711334683	1.0	2.74311715018e-06	0.0	1.25305526986e-06	2.14936152022e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	5.20007798229	0.157719181312	0.725508234033	1.0	5.86594953338e-05	0.0	2.419001927e-06	5.34589260536e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	4.77618466868	0.188939015212	0.79010860907	1.0	0.0103168856066	0.02056335248	0.0193850778188	0.015377908508
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	4.54342505351	0.208449424128	0.799056125823	1.0	0.0172651546543	0.0125718667229	0.0134767015563	0.00878988855907
k__Bacteria;p__Cyanobacteria;c__4C0d-2	3.15018803172	0.369043754511	0.968839589835	1.0	0.00132690292641	0.0004751495474	0.00118680170843	0.000597459224701
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	3.02431329969	0.387891713335	0.968839589835	1.0	2.70077018227e-05	0.0	0.000506218001302	6.54260524621e-06
k__Bacteria;p__Tenericutes;c__RF3	2.86547595874	0.412834516217	0.968839589835	1.0	0.00032763235568	0.000460298729338	0.000541155615229	0.000196068827607
k__Bacteria;p__Tenericutes;c__Mollicutes	2.49030811215	0.477045171132	0.968839589835	1.0	0.00588894418915	0.00537748204615	0.00581409263953	0.00413119865112
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	2.18557114079	0.534795995536	0.968839589835	1.0	1.57206230501e-05	0.0	0.000181110283031	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	2.17696068755	0.536500642571	0.968839589835	1.0	5.3070111827e-05	0.0	1.56813211985e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	2.14351662485	0.543159341646	0.968839589835	1.0	0.422029784308	0.355708985669	0.402049298625	0.432637455157
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	2.12858358738	0.546151788146	0.968839589835	1.0	2.42798443483e-06	1.49188489213e-06	2.07329285128e-06	7.45408655387e-07
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	2.04423438905	0.563276636258	0.968839589835	1.0	0.0	0.0	6.97237792999e-06	8.090713075e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	1.91935289357	0.589312843581	0.968839589835	1.0	0.00410320346538	0.00226920452698	0.00684227908256	0.00413014003558
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	1.83659680531	0.607003626227	0.968839589835	1.0	0.000399535366258	4.3204921173e-05	0.000225049391807	7.83808991522e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	1.83461484478	0.607431482628	0.968839589835	1.0	0.000192269964453	5.09059871322e-05	0.00130497659967	0.00479019982548
k__Archaea;p__Euryarchaeota;c__Methanobacteria	1.81743235324	0.611148827752	0.968839589835	1.0	0.000161914345721	8.50873525732e-05	0.000211348265183	0.000114957816074
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	1.69997083299	0.636940280167	0.968839589835	1.0	1.02452018305e-05	0.0	1.51879601864e-07	0.0
k__Bacteria;p__[Thermi];c__Deinococci	1.67387896347	0.64275662835	0.968839589835	1.0	5.69177879471e-07	0.0	1.29811392384e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	1.60816778178	0.657539251288	0.968839589835	1.0	4.31011795246e-06	0.0	1.33317944859e-06	7.45408655387e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	1.50526314679	0.681056132634	0.968839589835	1.0	0.00712768807205	0.00676321690217	0.0126921595169	0.0106636141725
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	1.41179605713	0.702772014322	0.968839589835	1.0	0.00411511106677	0.00274159298207	0.00280593560444	0.00298917879291
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1.34671264915	0.718071701626	0.968839589835	1.0	0.0216833016322	0.076231790517	0.0305773772976	0.0269279340909
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	1.33574151516	0.720663901058	0.968839589835	1.0	0.00318693037233	0.00342852541711	0.00312673342321	0.0021576782317
k__Bacteria;p__Acidobacteria;c__Solibacteres	1.22232896109	0.747654036549	0.968839589835	1.0	1.50609255787e-06	0.0	7.49453372907e-07	0.0
k__Bacteria;p__Acidobacteria;c__DA052	1.17505817678	0.758992394561	0.968839589835	1.0	2.73904704335e-06	0.0	7.35692861966e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.11856172304	0.772595204744	0.968839589835	1.0	6.84495519678e-05	1.16696173789e-05	0.0015617338861	0.00296778895191
k__Bacteria;p__TM7;c__TM7-3	0.949772192879	0.813402994985	0.968839589835	1.0	3.2390736858e-06	0.0	4.85735128562e-06	1.16091007528e-06
k__Bacteria;p__Firmicutes;c__Clostridia	0.921117621974	0.820328880836	0.968839589835	1.0	0.447014151452	0.494455599425	0.454900017979	0.445759734703
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.876411369121	0.831116231191	0.968839589835	1.0	0.000147402951491	0.000132064538416	0.000360136788875	0.00013977576327
k__Bacteria;p__Firmicutes;c__Bacilli	0.829801115242	0.842326517526	0.968839589835	1.0	0.0283641176557	0.00510975654616	0.0247429774924	0.0211800593501
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.78114327934	0.853971790339	0.968839589835	1.0	0.0257657087478	0.01346226474	0.0171037875382	0.0151909535762
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.664884716717	0.881430655567	0.968839589835	1.0	7.58081145006e-06	0.0	1.46102319639e-05	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.599726907041	0.896494888895	0.968839589835	1.0	3.37266611505e-06	0.0	4.73511059642e-06	5.82717643583e-07
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.559427372426	0.905654399194	0.968839589835	1.0	0.0	0.0	2.61906732674e-06	0.0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	0.447216176314	0.930324956643	0.972612454672	1.0	0.0	0.0	2.73680700577e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.28140747397e-07	0.0
k__Bacteria;p__Chloroflexi;c__TK10	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.43954763271e-07	0.0
