Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
20s	50s	0.63300449765	0.0769405551678	0.639829222756	0.0892509466443	-0.747144773889	1.0
teen	40s	0.656462772254	0.0585168828153	0.654080667172	0.0748485711197	0.135818821533	1.0
20s	30s	0.63300449765	0.0769405551678	0.642782541806	0.0750431199252	-1.2999971824	1.0
20s	40s	0.63300449765	0.0769405551678	0.654080667172	0.0748485711197	-2.81150309342	0.08
30s	50s	0.642782541806	0.0750431199252	0.639829222756	0.0892509466443	0.399826142383	1.0
40s	50s	0.654080667172	0.0748485711197	0.639829222756	0.0892509466443	1.93643430467	0.4
teen	30s	0.656462772254	0.0585168828153	0.642782541806	0.0750431199252	0.777891356748	1.0
30s	40s	0.642782541806	0.0750431199252	0.654080667172	0.0748485711197	-1.88135256688	0.6
teen	50s	0.656462772254	0.0585168828153	0.639829222756	0.0892509466443	0.792235287898	1.0
teen	20s	0.656462772254	0.0585168828153	0.63300449765	0.0769405551678	1.27553342157	1.0
