Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
Age_50_55	Age_35_39	0.918842123746	0.0839616445824	0.916197017087	0.083741089695	0.343657000808	1.0
Age_40_44	Age_25_29	0.933163413333	0.0517800838697	0.923069606179	0.0605726253147	1.59000178163	1.0
Age_40_44	Age_18_24	0.933163413333	0.0517800838697	0.919419355824	0.0754676389144	1.80162234514	1.0
Age_30_34	Age_45_49	0.926902147602	0.0601312509242	0.9297656628	0.0702363130372	-0.471129465869	1.0
Age_35_39	Age_25_29	0.916197017087	0.083741089695	0.923069606179	0.0605726253147	-0.792094233913	1.0
Age_50_55	Age_30_34	0.918842123746	0.0839616445824	0.926902147602	0.0601312509242	-1.20348468171	1.0
Age_50_55	Age_40_44	0.918842123746	0.0839616445824	0.933163413333	0.0517800838697	-2.14129214727	0.693
Age_50_55	Age_18_24	0.918842123746	0.0839616445824	0.919419355824	0.0754676389144	-0.0582743736896	1.0
Age_18_24	Age_45_49	0.919419355824	0.0754676389144	0.9297656628	0.0702363130372	-1.17567105934	1.0
Age_35_39	Age_45_49	0.916197017087	0.083741089695	0.9297656628	0.0702363130372	-1.87754573215	1.0
Age_35_39	Age_40_44	0.916197017087	0.083741089695	0.933163413333	0.0517800838697	-2.44531486745	0.357
Age_50_55	Age_45_49	0.918842123746	0.0839616445824	0.9297656628	0.0702363130372	-1.6140710351	1.0
Age_45_49	Age_25_29	0.9297656628	0.0702363130372	0.923069606179	0.0605726253147	0.902253877784	1.0
Age_30_34	Age_18_24	0.926902147602	0.0601312509242	0.919419355824	0.0754676389144	0.921576418046	1.0
Age_35_39	Age_30_34	0.916197017087	0.083741089695	0.926902147602	0.0601312509242	-1.52132625771	1.0
Age_50_55	Age_25_29	0.918842123746	0.0839616445824	0.923069606179	0.0605726253147	-0.503035775549	1.0
Age_40_44	Age_45_49	0.933163413333	0.0517800838697	0.9297656628	0.0702363130372	0.570870854117	1.0
Age_18_24	Age_25_29	0.919419355824	0.0754676389144	0.923069606179	0.0605726253147	-0.390361754616	1.0
Age_30_34	Age_25_29	0.926902147602	0.0601312509242	0.923069606179	0.0605726253147	0.563441611315	1.0
Age_35_39	Age_18_24	0.916197017087	0.083741089695	0.919419355824	0.0754676389144	-0.313843238942	1.0
Age_30_34	Age_40_44	0.926902147602	0.0601312509242	0.933163413333	0.0517800838697	-1.13814206163	1.0
