Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
20s	50s	5.16578249069	0.845925480747	5.26677368895	0.880824080276	-1.24137148601	1.0
teen	40s	5.45883699518	0.583662836856	5.3939719569	0.780860124502	0.391996905119	1.0
20s	30s	5.16578249069	0.845925480747	5.24966368338	0.81420559962	-1.16733752239	1.0
20s	40s	5.16578249069	0.845925480747	5.3939719569	0.780860124502	-3.29569936841	0.01
30s	50s	5.24966368338	0.81420559962	5.26677368895	0.880824080276	-0.264921625288	1.0
40s	50s	5.3939719569	0.780860124502	5.26677368895	0.880824080276	2.04061380436	0.36
teen	30s	5.45883699518	0.583662836856	5.24966368338	0.81420559962	1.21266276026	1.0
30s	40s	5.24966368338	0.81420559962	5.3939719569	0.780860124502	-2.6776617716	0.07
teen	50s	5.45883699518	0.583662836856	5.26677368895	0.880824080276	1.02419193226	1.0
teen	20s	5.45883699518	0.583662836856	5.16578249069	0.845925480747	1.60818766655	1.0
