OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Lentisphaerae	5.99156805217	0.112021179096	0.893538505848	1.0	0.000164396503088	0.000102139737151	0.000105530113165	0.000117774373099
k__Bacteria; p__Tenericutes	2.96445218249	0.397138485642	0.893538505848	1.0	0.00843755549087	0.00669673914495	0.0118060173857	0.00404530184596
k__Bacteria; p__Cyanobacteria	2.52470170741	0.47084346766	0.893538505848	1.0	0.000533905186692	0.000690371522722	0.000139616055846	0.00124550206687
k__Bacteria; p__Fusobacteria	2.345507756	0.503858929449	0.893538505848	1.0	0.000180595848874	0.000496954613645	2.20921241577e-05	0.0
k__Bacteria; p__Synergistetes	1.98311875643	0.575917852802	0.893538505848	1.0	1.05846224199e-05	1.26357899654e-05	0.0	0.0
Unassigned	1.90292734588	0.592796834346	0.893538505848	1.0	0.00176497132981	0.00259211660067	0.00213889592543	0.00152706339007
k__Bacteria; p__Verrucomicrobia	1.71606218638	0.633368728014	0.893538505848	1.0	0.00489421903818	0.00279036499771	0.000319911495431	0.000497387886846
k__Bacteria; p__Actinobacteria	1.64225942833	0.649846186071	0.893538505848	1.0	0.00226064933148	0.00185713761818	0.00107019452948	0.00231125265974
k__Bacteria; p__Bacteroidetes	0.851683159898	0.837069269265	0.895918678838	1.0	0.651486675638	0.671818573632	0.662116083521	0.679964571763
k__Bacteria; p__Proteobacteria	0.823290862163	0.84388843727	0.895918678838	1.0	0.0330025057164	0.0283523091573	0.0255396630899	0.0249624438683
k__Bacteria; p__Firmicutes	0.602243084879	0.895918678838	0.895918678838	1.0	0.297263941295	0.284590657186	0.29674199576	0.285328702146
