OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Bacteroidetes	8.05412473602	0.0449062547463	0.306538116866	0.493968802209	0.601378882045	0.675929329253	0.71243766751	0.703024861425
k__Bacteria; p__Firmicutes	7.18766918785	0.0661506799118	0.306538116866	0.727657479029	0.34967890872	0.280841704468	0.25171282594	0.255548617514
k__Bacteria; p__Actinobacteria	6.65892360759	0.0836013045998	0.306538116866	0.919614350597	0.00230588219926	0.00200232498941	0.000158933584776	0.00162104856569
k__Bacteria; p__Lentisphaerae	5.29072321528	0.151705481506	0.417190074141	1.0	0.000171696313024	0.000112571224466	8.27955968877e-05	5.04922999243e-05
k__Bacteria; p__Cyanobacteria	4.37186223178	0.224008636325	0.492818999914	1.0	0.000204926966142	0.000603562465366	0.00331426648721	0.00126656883958
k__Bacteria; p__Tenericutes	2.90362429072	0.406724339221	0.745661288572	1.0	0.0141702640213	0.00507179970323	0.0014835996803	0.0099152998592
k__Bacteria; p__Fusobacteria	2.1619286895	0.539486107691	0.825500851484	1.0	2.04361698161e-05	0.000530640810048	0.0	0.0
k__Bacteria; p__Proteobacteria	1.64576677486	0.649057601206	0.825500851484	1.0	0.0259033057845	0.0295493399582	0.0264873647966	0.0262334756628
Unassigned	1.5297999694	0.675409787578	0.825500851484	1.0	0.0025731259644	0.00237954908261	0.00273134881015	0.00164990363058
k__Bacteria; p__Synergistetes	0.872276342422	0.832112480329	0.859097869364	1.0	4.34647490019e-06	1.26357899654e-05	0.0	7.88942186317e-06
k__Bacteria; p__Verrucomicrobia	0.759624618482	0.859097869364	0.859097869364	1.0	0.00358822534208	0.00296654225626	0.00159119759322	0.000681842780964
