OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Verrucomicrobia	9.71770291441	0.0211246674754	0.232371342229	0.232371342229	0.00206556379394	0.00255007844616	0.00316920304621	0.00472796795658
k__Bacteria; p__Firmicutes	4.90222735421	0.17909814213	0.727275566105	1.0	0.32554972566	0.277472409668	0.366198174946	0.273302222931
k__Bacteria; p__Bacteroidetes	4.66127874019	0.198347881665	0.727275566105	1.0	0.625961231894	0.68048887625	0.596746265434	0.677666289683
k__Bacteria; p__Cyanobacteria	2.91455112662	0.40498820767	0.760659925487	1.0	0.000989079949095	0.000775154832602	0.0	0.000184748166595
k__Bacteria; p__Actinobacteria	2.6859447989	0.442621115297	0.760659925487	1.0	0.00167161887914	0.00165275516861	0.00645881514379	0.00273968795874
k__Bacteria; p__Lentisphaerae	2.62482360081	0.453154259481	0.760659925487	1.0	0.00019297098664	0.000105027572763	1.87969924812e-05	8.92242289847e-05
k__Bacteria; p__Tenericutes	2.4518468806	0.484056316219	0.760659925487	1.0	0.0147556751923	0.00509993632967	0.00261067503283	0.00866882156333
Unassigned	1.41839451413	0.701228676206	0.964189429783	1.0	0.00252794087525	0.00240394396596	0.0013964915696	0.00194826277331
k__Bacteria; p__Fusobacteria	1.04827618902	0.789572747584	0.965033358158	1.0	0.000402727626433	0.000401642362315	0.0	0.000317062936384
k__Bacteria; p__Synergistetes	0.522869761684	0.913839051872	0.997182216925	1.0	5.73401646724e-06	1.23530208309e-05	0.0	7.88942186317e-06
k__Bacteria; p__Proteobacteria	0.0487099291479	0.997182216925	0.997182216925	1.0	0.0258777311268	0.0290378223825	0.0234015778354	0.0303478223796
