OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7	11.0850573435	0.0112747182185	0.586285347361	0.586285347361	0.00272772687645	0.00855414638287	0.0241192159142	0.0153760731578
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	8.88315174033	0.030885472711	0.803022290486	1.0	0.036275699466	0.0164882465786	0.0248831958659	0.0292331722445
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__	7.44218489248	0.0590627266667	0.941330331629	1.0	0.00575077039041	0.00162773942115	0.023776816841	0.00760920160219
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8	5.01533638552	0.170677577215	0.941330331629	1.0	1.72584890193e-06	2.87356131215e-05	0.0	0.0
Unassigned	3.95990899865	0.265825902777	0.941330331629	1.0	0.00269790902917	0.00222082476355	0.0017202538877	0.00277449506474
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__	3.83647791742	0.279671553182	0.941330331629	1.0	0.0034395174539	0.00162337445103	0.0	0.000625715189663
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	3.50893789952	0.319604754047	0.941330331629	1.0	0.000764869016794	0.000295138656951	8.80166428759e-05	0.000229996867991
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae	3.37737835154	0.337017402965	0.941330331629	1.0	0.0	7.08979282646e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	3.22999932111	0.357504865696	0.941330331629	1.0	0.0260262841324	0.0220643091192	0.014875539999	0.034375961252
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae	3.22597975359	0.358078462143	0.941330331629	1.0	9.51352585538e-06	9.11398048432e-06	0.0	2.32105574348e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	3.02643839595	0.38756683083	0.941330331629	1.0	5.81606335225e-06	6.71972057658e-05	0.000106908579576	4.8953996282e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	2.96536899111	0.396995473669	0.941330331629	1.0	0.00112069777822	0.00100882023204	0.000301419636318	0.00126170824365
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]	2.77506021419	0.427621922201	0.941330331629	1.0	5.52081869524e-05	8.860392058e-05	0.0	8.07793592581e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	2.76999987533	0.428462311596	0.941330331629	1.0	0.477060684443	0.525042702933	0.563154695342	0.479974236247
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]	2.71522950793	0.437645400225	0.941330331629	1.0	0.0111186559687	0.00794098043328	0.00354392968776	0.00937577434793
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	2.70064449399	0.440117780469	0.941330331629	1.0	1.78643787178e-05	2.87419119972e-05	0.0	4.517226949e-05
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__	2.68890893798	0.442115395861	0.941330331629	1.0	0.000497620891695	0.00076302641135	0.0	0.000881566882841
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	2.6586468306	0.447300635962	0.941330331629	1.0	0.000480349757448	0.000207003703556	7.02834565271e-05	0.000172912390496
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae	2.65531979732	0.447873702478	0.941330331629	1.0	0.00129609621131	0.0011191763794	0.000175342359443	0.00104324599506
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	2.52246918955	0.471244080069	0.941330331629	1.0	0.000349111659656	0.00146252091316	0.000115989038461	0.00378965738224
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	2.43130831722	0.487833199641	0.941330331629	1.0	0.050594022123	0.0425193212011	0.0232658539273	0.0433641075012
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]	2.3654622117	0.500096199904	0.941330331629	1.0	1.50061602327e-05	4.32015345854e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__	2.31184062237	0.510256354052	0.941330331629	1.0	0.00261619010371	0.00556108906284	0.00648627278479	0.00499038581439
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae	2.16005642226	0.539858800459	0.941330331629	1.0	0.000249737019351	0.000190730145761	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	2.10914834252	0.550064209692	0.941330331629	1.0	0.000116180314273	0.000226010531785	0.000127961552647	0.000297756823999
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae	2.03495160306	0.565184151786	0.941330331629	1.0	0.000105156466394	0.000135219743738	2.47908726958e-05	8.68593078908e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	1.85733496332	0.602538380083	0.941330331629	1.0	0.0333297262049	0.0238323841114	0.0730011018782	0.0363873322587
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]	1.71493442008	0.63361865238	0.941330331629	1.0	0.0150949700008	0.0104976437734	0.00400844173889	0.0147782832614
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	1.66602350049	0.644513776131	0.941330331629	1.0	0.0	2.25863685262e-05	0.0	0.0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	1.56916864352	0.666400649482	0.941330331629	1.0	1.74462220206e-05	0.000448887194279	0.000376470588235	0.000400408082354
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae	1.55789846237	0.668973278552	0.941330331629	1.0	0.000110942934255	7.97011202648e-05	1.54320987654e-05	0.000135698552768
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae	1.54874236833	0.671067156326	0.941330331629	1.0	0.0	9.34735207997e-05	0.0	0.000477849282378
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	1.53403947836	0.674436611498	0.941330331629	1.0	0.000646102623634	0.000892444727259	9.49052560217e-05	0.000903326609862
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.4679364305	0.689690108161	0.941330331629	1.0	0.0777448695196	0.0767524754229	0.0505099256257	0.0794564776034
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	1.44821455294	0.694272896268	0.941330331629	1.0	0.0056266132475	0.00614757706654	0.00185258362759	0.00513680545425
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__	1.42395565359	0.699929125379	0.941330331629	1.0	0.00873049352363	0.00447423315645	0.00118286495028	0.00448378972523
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.29101922879	0.731266746338	0.941330331629	1.0	1.3490666643e-05	1.63411123262e-05	5.62208354416e-06	1.97925738263e-05
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	1.27304239195	0.735544161574	0.941330331629	1.0	0.0	1.47071324014e-05	0.0	3.67716005575e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.26709454053	0.736961232834	0.941330331629	1.0	0.154290535973	0.14758041063	0.107754422361	0.136656368012
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	1.25887506259	0.738920976759	0.941330331629	1.0	0.00374314616957	0.00276749322924	0.00114530241332	0.00122456842256
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae	1.21946816612	0.748338928067	0.941330331629	1.0	0.000149967938755	9.74701403719e-05	3.24389245203e-05	0.000186498639957
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__	1.16959612093	0.760305267854	0.941330331629	1.0	0.0285952791332	0.0297792353646	0.0197266054667	0.0264508642474
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	1.07617565189	0.782828264066	0.945189323607	1.0	0.000352636570135	0.000392527927255	0.000173028380465	0.000279877448183
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0.946115783494	0.814287117933	0.945189323607	1.0	0.00236763675635	0.00238502444176	0.00338711651216	0.00273198132622
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__	0.930953562856	0.817952299275	0.945189323607	1.0	2.47713526669e-05	2.71257490445e-05	1.68662506325e-05	9.47942617068e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae	0.816945899693	0.845409651642	0.955680475769	1.0	0.00149872271135	0.00150958127616	0.00112375918906	0.00160009296833
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]	0.642284993068	0.886687557398	0.958492712435	1.0	0.0076505385398	0.0125870889557	0.0083013773416	0.015986531324
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae	0.541008133436	0.90979403054	0.958492712435	1.0	0.000192309549582	0.000169047875442	1.88201613933e-05	0.000174288564842
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__	0.412322274885	0.937685401907	0.958492712435	1.0	0.0	4.09301259494e-06	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.412322274885	0.937685401907	0.958492712435	1.0	0.0	2.96373590355e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.400882356948	0.940060160273	0.958492712435	1.0	8.53457391004e-05	4.05514163464e-05	8.64055299539e-05	2.05673879369e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	0.105734342284	0.99114051172	0.99114051172	1.0	0.0363420413579	0.0400351928922	0.0403500232338	0.036907200593
