OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	10.0229261722	0.0183722565026	0.955357338136	0.955357338136	0.00295154612112	0.00109644292733	0.00126333949671	0.00243272410529
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	5.17558445346	0.159382336119	0.963666533755	1.0	8.29084276417e-06	7.37008360041e-06	1.25023441895e-05	3.50473840633e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	5.03054181017	0.16957433519	0.963666533755	1.0	1.87963741794e-05	2.94869854788e-05	5.02265458854e-05	2.45972174807e-05
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	4.68839064988	0.196089342641	0.963666533755	1.0	0.000437001335178	0.000193015439244	0.000309808074989	0.000244096500581
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae	4.48906289821	0.213267929025	0.963666533755	1.0	7.63304826484e-05	0.000114930019056	0.000454423950815	4.71611678167e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	4.05723547888	0.255349689221	0.963666533755	1.0	0.078707945574	0.0730730090564	0.0818800183295	0.0918463071905
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	3.86929697063	0.275927970653	0.963666533755	1.0	0.000225510654807	0.000196149942334	0.000165519013594	0.000333751092284
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	3.12829708791	0.372264153599	0.963666533755	1.0	0.0	0.000534196201265	0.0	3.78140456491e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__	3.06446120331	0.3817929145	0.963666533755	1.0	0.0	0.00466086041353	0.0	0.0030522241259
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	3.03923636344	0.385615173652	0.963666533755	1.0	3.45781683647e-05	1.09329057776e-05	0.0	2.83393339194e-05
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]	2.98944552177	0.393255333417	0.963666533755	1.0	4.75676292769e-06	6.21812422089e-05	0.000801924619086	0.0
Unassigned	2.90812068808	0.406009166649	0.963666533755	1.0	0.00250946618524	0.00221005270581	0.00268304503183	0.00279649609501
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	2.86952392182	0.412182544689	0.963666533755	1.0	0.0469815951864	0.0400751666167	0.0857161681231	0.0447331614317
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae	2.68862564134	0.442163709493	0.963666533755	1.0	0.00146981585049	0.00146855412129	0.000371172260108	0.00211261043846
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7	2.58706752261	0.459761289397	0.963666533755	1.0	0.0112823891316	0.00742672250053	0.0126209322779	0.0149354495863
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae	2.47640241664	0.47957079395	0.963666533755	1.0	9.01641004944e-05	9.62439215748e-05	2.67308206362e-05	5.59918338442e-05
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__	2.46039104158	0.482491855232	0.963666533755	1.0	0.000649530287242	0.000735507586671	0.0	0.000860224765156
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__	2.42416738822	0.489151726864	0.963666533755	1.0	0.00288061608311	0.00162709671888	0.0	0.00130946108462
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__	2.31632132229	0.509401387945	0.963666533755	1.0	0.00236565588759	0.00568324211325	0.0175874050546	0.00128413154849
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	2.28863492594	0.51470164928	0.963666533755	1.0	0.0258945948639	0.0227269635774	0.0372733895306	0.0238425510326
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]	2.08537070147	0.554878035136	0.963666533755	1.0	0.0113452173425	0.00810563431689	0.00550178708913	0.00749157780297
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae	1.99055023959	0.574370352595	0.963666533755	1.0	1.44270720108e-05	1.1852731518e-05	0.0	0.0
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	1.91828655716	0.589538607732	0.963666533755	1.0	0.00287133941254	0.00258058122117	0.00761846548021	0.00158322999865
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.9049665058	0.592363571006	0.963666533755	1.0	0.143855726287	0.145019880837	0.157537388177	0.15110163109
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae	1.77054818243	0.621364855823	0.963666533755	1.0	0.000122490542014	0.000201410277766	5.24621574118e-05	5.18571082242e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	1.67497997302	0.642510570718	0.963666533755	1.0	0.000218381393276	3.13599246907e-05	7.71604938272e-05	1.12727603287e-05
