OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Proteobacteria	10.5614071444	0.0143500709739	0.157850780713	0.157850780713	0.0399806629503	0.0284332666824	0.0306109950521	0.0141431462661
k__Bacteria; p__Tenericutes	3.77476885415	0.286834608233	0.724336473073	1.0	0.00367693350521	0.00648378006941	0.00996841570469	0.0119281585263
k__Bacteria; p__Firmicutes	3.5198520612	0.318196487871	0.724336473073	1.0	0.263591620873	0.290842322413	0.364616800177	0.269154007176
k__Bacteria; p__Bacteroidetes	3.51427535269	0.318915369685	0.724336473073	1.0	0.685590613679	0.665752399246	0.58579829404	0.696925493949
k__Bacteria; p__Actinobacteria	3.4330539299	0.329549160108	0.724336473073	1.0	0.0015590297621	0.00192700112091	0.00365893369488	0.00200363650544
k__Bacteria; p__Synergistetes	2.81271638091	0.42141085027	0.724336473073	1.0	4.34647490019e-06	1.29582550988e-05	2.002002002e-05	0.0
Unassigned	2.21800730733	0.528410208109	0.724336473073	1.0	0.00244244673457	0.00237722591008	0.00263638524088	0.00185752221822
k__Bacteria; p__Verrucomicrobia	1.95612516346	0.581562844724	0.724336473073	1.0	0.00279540679676	0.00302406303369	0.000995522940818	0.0015027563085
k__Bacteria; p__Fusobacteria	1.90367039873	0.592638932515	0.724336473073	1.0	2.67938843923e-05	0.000295772231507	0.0	0.0014495261278
k__Bacteria; p__Lentisphaerae	1.5768322171	0.664654292862	0.731119722148	1.0	0.00011568631192	0.000123663887913	0.0001001001001	4.73991536883e-05
k__Bacteria; p__Cyanobacteria	0.83114982005	0.842002808436	0.842002808436	1.0	0.000216459027716	0.000727547149386	0.00159453302961	0.000988353768999
